 	forse	stanno	ancora	svegli	</S>
f	0.713225655	0.09150484351	0.0573111359929	0.0593639557682	0.078594462262
ò	0.709199491667	0.0974757277967	0.0613836466196	0.0521928183327	0.0797483211459
r	0.695515743889	0.128679138066	0.0618806600633	0.0486234259653	0.0653009913926
s	0.62978377863	0.168283162889	0.0684984597217	0.0644089063283	0.0690257107704
i	0.44232602241	0.33496942503	0.0885478311359	0.0648370953666	0.0693196882704
s	0.248250290337	0.51013514501	0.0913852597466	0.0600659039998	0.0901634018229
t	0.292397669446	0.42394720527	0.0836449776728	0.0631752909694	0.136834818929
è	0.266985983349	0.42401123469	0.113442557342	0.0468861219366	0.148674150443
o	0.125451844143	0.48759988423	0.198943262714	0.0374186931942	0.150586360568
n	0.0905552706743	0.456035222743	0.230577687638	0.0477416589627	0.175090162479
e	0.0822163381581	0.343764127581	0.331469850279	0.0635860932389	0.178963634413
a	0.0551827994994	0.207553310354	0.482123516093	0.0979597760996	0.157180617071
n	0.0553588382131	0.174144736078	0.485764685364	0.121696212427	0.163035525997
k	0.0893967131377	0.157113006493	0.379069197588	0.104439591702	0.269981474999
ò	0.0911806444192	0.150230513164	0.286777789663	0.137996478281	0.333814513
r	0.0660778056464	0.139417556855	0.341023818821	0.16818845746	0.285292276867
a	0.0615427259355	0.109799777618	0.367149361607	0.17482788972	0.286680199489
a	0.0494723458585	0.080916102126	0.255976587402	0.293044029773	0.320590916363
t	0.0358681082128	0.0700531028487	0.160716832734	0.366360443258	0.367001503654
s	0.0436793047709	0.0594981465029	0.111406053938	0.313265677419	0.472150796885
ù	0.0482202645103	0.041405607101	0.0806766662927	0.364062335473	0.465635126295
n	0.0340301179301	0.0335742991317	0.0932409751842	0.472386130491	0.366768474432
n	0.0523462639034	0.0351440737686	0.0926877806347	0.43195317483	0.387868707144
i	0.0716701139545	0.0549083188962	0.0701187331849	0.40216260161	0.401140254381
t	0.0712601237182	0.0814769750721	0.047678792055	0.407547176603	0.392036928794
i	0.0597852815641	0.0683239139507	0.035172254565	0.356777349201	0.479941186265
</S>	0.0417893006191	0.0448185525254	0.0334515457125	0.335715950001	0.544224636132
