 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.6153314675	0.1965814709	0.030311085534	0.0247775527422	0.0245991518821	0.0246913023017	0.0247297788905	0.0271830046042	0.0317951898123
g	0.488395132833	0.266700585253	0.041057358034	0.0318250240882	0.0315034591294	0.0287331072824	0.0261267568002	0.0352209684525	0.0504375825267
e	0.374710357611	0.346397346838	0.0500434141113	0.0360429004381	0.0344241991443	0.0307466996878	0.0273393387626	0.0397919160398	0.0605038516634
n	0.276778153204	0.379155845879	0.0575973681038	0.0474444209414	0.0451885580833	0.0380876458626	0.0290385596003	0.0481115561908	0.0785979593186
i	0.211675783735	0.38330804756	0.0926216736346	0.0528364975138	0.0491296110999	0.0404217244754	0.028787391683	0.0513526124051	0.0898667416015
t	0.176271339512	0.36694040552	0.113396783412	0.0563965257046	0.0550481436274	0.0432711251046	0.0324574782669	0.0506942467759	0.105524031471
ò	0.154333071437	0.322540932173	0.144575311737	0.0805157269682	0.0602742038718	0.0425812151744	0.0330392912945	0.0494233908428	0.112716859444
r	0.127645640879	0.327014400058	0.178487274846	0.112947065789	0.0661371124466	0.0344713354377	0.0284688386648	0.0394381970221	0.0853901284089
u	0.10092233056	0.261259787353	0.243293176415	0.15382992833	0.0682617108755	0.0335839896059	0.0263534900293	0.0324123962303	0.0800832216211
e	0.0844419255667	0.178438745318	0.279262858338	0.209523739777	0.0688792411918	0.037988447842	0.033671773003	0.0301734443927	0.0776198882362
n	0.0751810085689	0.119956963293	0.199451161113	0.237554260192	0.128132631064	0.0696124273673	0.0426845766743	0.0359421270304	0.0914848596627
è	0.066682254603	0.0970181470843	0.134594495838	0.242432829331	0.202694891021	0.0789237651224	0.0417146381648	0.035239859042	0.100699032899
n	0.061960029742	0.0864905466161	0.0991731429927	0.23592052911	0.27537789134	0.0709420409075	0.0393240174949	0.0293856817559	0.101425969734
u	0.0523616877083	0.06286335666	0.0803565614442	0.177978617037	0.31648178658	0.114941717969	0.0485563214316	0.0314205551986	0.115039268785
s	0.0469714837258	0.0436156895792	0.0589600296547	0.119901646079	0.331075539993	0.159807949656	0.0822350378105	0.0394563920595	0.117976229235
a	0.0368091459917	0.0287785535789	0.0397161897249	0.0832099708263	0.292781328064	0.207346719219	0.131765793803	0.0570906523198	0.122501622712
l	0.026599610183	0.0242658479092	0.0365132819816	0.0593794745421	0.230524835821	0.20025385974	0.224139093934	0.0722301260733	0.126093806517
l	0.0265563734491	0.0222922711753	0.0372394513492	0.0494242288674	0.195316117274	0.14298788638	0.287542609311	0.0776080068244	0.161033036606
i	0.0217593803093	0.0176407654944	0.0418962708251	0.0397130713491	0.139568820158	0.137094915927	0.249031243437	0.155401463075	0.197894008269
m	0.0139819830151	0.0121024828641	0.0303356908444	0.0298974175364	0.094254594866	0.127067799242	0.318899097479	0.178345530825	0.195115335776
o	0.0142207248884	0.0161873527167	0.0249634899268	0.0254945870821	0.0669269617487	0.108626864947	0.366878609826	0.166128753142	0.210572596212
n	0.0132496838315	0.0173764880569	0.0227368624783	0.0214417020574	0.0474163696962	0.088358193249	0.332874000609	0.194979810781	0.261566853871
ì	0.00865734978437	0.0106147131275	0.0168127717814	0.0155545086558	0.0346114254721	0.069124332683	0.30706707687	0.260332761594	0.277225016004
s	0.00812632274332	0.009245426593	0.0151230810091	0.0140324181403	0.0277464021347	0.0622855968543	0.273295158623	0.320259422198	0.269886149181
o	0.00813843169911	0.00833172924547	0.0110384133424	0.0122542468812	0.0201039833622	0.0440624174314	0.217716455981	0.404168533066	0.274185825527
m	0.00944696784237	0.00800042948696	0.0088073566148	0.0108776380164	0.0187621420674	0.0330625893838	0.174283178234	0.450515157022	0.286244530509
e	0.00972514813759	0.00779608627105	0.0089521005116	0.0101821156104	0.0186231446605	0.0295323569746	0.148744209925	0.476105702341	0.29033910417
m	0.0103917996727	0.00681213761375	0.00811103117787	0.00828536229307	0.0164843121115	0.0253610039115	0.124954208822	0.491887983447	0.307712196057
a	0.0104438391261	0.00659058223512	0.00795004170996	0.00771854506569	0.0162486417352	0.0248019709305	0.116343353301	0.481089114482	0.328813923352
i	0.0102484895108	0.00953773877551	0.0118324153893	0.00974995461663	0.0144299154285	0.0199408192168	0.0698988402737	0.509264966827	0.345096840451
</S>	0.0118232744598	0.0119753107617	0.0132153931306	0.0118245246954	0.0145353733725	0.0180532588184	0.0623831330568	0.485236986413	0.370952780225
