 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.6558764284	0.14896450187	0.0342911280319	0.0314176409213	0.0315989932291	0.0310274145668	0.0347153373679	0.0321085513287
s	0.5773503794	0.171362139743	0.0599072583206	0.0346232212326	0.0346916024954	0.0335928959125	0.0418927677383	0.0465797268417
ò	0.521386923467	0.201381958401	0.0723791937235	0.0369643336215	0.0370707675925	0.035041878708	0.0438161389806	0.0519587402758
z	0.445368239156	0.2391170802	0.0766612665578	0.0499898676865	0.0486633668561	0.0380509158194	0.0481970091215	0.0539521505165
i	0.310337858919	0.319761135467	0.114089386866	0.0581835692743	0.0521999335024	0.0385080379319	0.0510556985666	0.0558643334609
m	0.18919924864	0.305710538956	0.215770068435	0.0645391162149	0.0578717721266	0.0424840412495	0.0504863600493	0.0739389171557
i	0.119069473747	0.226755196119	0.324511845745	0.0940583908583	0.0621293995102	0.0438820715584	0.0496577439457	0.0799359403122
m	0.082795440049	0.18694971884	0.390313732182	0.0996055991061	0.0669155431581	0.0448358477185	0.0492014065654	0.0793827187691
i	0.0631624297497	0.12820641308	0.405853915727	0.139302066169	0.085142110046	0.0462948337014	0.0495494234794	0.0824887419922
l	0.0593074286099	0.107679629613	0.394852960242	0.17825644099	0.0935691871287	0.0477321497181	0.0463067983673	0.0722953024064
ì	0.0610020192966	0.0911939695243	0.349210781947	0.227317484397	0.108378195356	0.04801324086	0.0441912610314	0.0706930361996
s	0.0493101744655	0.0857911291481	0.308899284116	0.269315423866	0.123194468432	0.0451247525207	0.052159270176	0.0662055765111
i	0.0395330001485	0.0677285142227	0.245745766972	0.312399112889	0.161850641344	0.0527007439802	0.0552171723266	0.0648250983987
a	0.0361388527395	0.0468698795876	0.127115798817	0.363163686563	0.244284929115	0.0688604930267	0.0491166699123	0.0644496920106
t	0.0297674858965	0.0351408845992	0.0792773919657	0.333611434188	0.306876361705	0.0793617022156	0.0520555257563	0.0839092560635
s	0.0316739722322	0.0309071597637	0.0609923082552	0.297967965396	0.313677893235	0.0911128645119	0.0604710281721	0.113196837356
è	0.0339729690041	0.0285191504352	0.0493843317051	0.254532861932	0.318397138412	0.112810431771	0.0724283103707	0.129954711575
t	0.0278601424014	0.0261935434604	0.0482610889017	0.232962653044	0.332693522937	0.117108330524	0.0803990111369	0.134521720265
ù	0.0202965884605	0.0210182209155	0.0432593642006	0.191474014081	0.356547817112	0.147861333441	0.084619296299	0.134923478175
o	0.0191888691902	0.0188482492198	0.0348919305109	0.115603708027	0.326262759037	0.240348333814	0.106298052886	0.138558181318
m	0.0202058423267	0.0209075335913	0.0328275656543	0.0727049643423	0.255064587212	0.303054976138	0.127611410795	0.167623148586
e	0.0184707666089	0.0207773302871	0.0280542940781	0.0540405688474	0.175046777337	0.299169940246	0.176089142165	0.228351150129
t	0.0131260278696	0.016205169329	0.019700982526	0.0404685824291	0.110619857112	0.297551497415	0.253372300455	0.24895557371
i	0.00981975890987	0.011753298155	0.014448535382	0.0279462641964	0.081641464024	0.260422415138	0.318514821485	0.275453412903
n	0.00993150132996	0.0105849003467	0.013895530318	0.0213843305655	0.0608084949947	0.180320685513	0.403333845828	0.299740682968
A	0.00957860063579	0.0113892370949	0.0137874080793	0.0214132797712	0.0545531068649	0.131926238638	0.481858577943	0.275493520323
n	0.00887164846106	0.0114688128619	0.0132808414091	0.0235966631364	0.047786962355	0.112718440213	0.508843945314	0.273432656774
n	0.013796060205	0.017115565342	0.016547808043	0.0263408022221	0.0616121881183	0.109219676471	0.429112541771	0.326255319591
a	0.0174873134363	0.018469012778	0.0170264604123	0.0227204137874	0.0547272678394	0.0949349878903	0.38515675259	0.389477743864
</S>	0.0160268553382	0.013143809404	0.0150986537331	0.0178744866337	0.0382981888197	0.0779246954452	0.418603343295	0.403029937932
