 	lo	posso	finire	di	fare	</S>
t	0.731724938	0.1012473819	0.044891267348	0.0411862754342	0.0406774045377	0.0402726235937
o	0.638400547333	0.177359786633	0.0474389619827	0.0430782470443	0.0452903184929	0.04843201948
s	0.423823512444	0.339096435811	0.0660752218209	0.0543612480043	0.0468190388429	0.0698244827968
ò	0.219176042215	0.53349401487	0.0689522457136	0.055394236287	0.0427719165012	0.08021156648
z	0.138762352138	0.590984847623	0.0981027436112	0.0609552580079	0.0376903532082	0.0735044845916
o	0.110113229379	0.515534601874	0.18881706651	0.070554593812	0.0413008094888	0.0736796605677
s	0.091556287193	0.410633249758	0.294547043037	0.0787201813267	0.0440010372641	0.0805421099296
p	0.0765489881977	0.339501738386	0.313745040412	0.109241156829	0.0511373587706	0.10982565675
i	0.0729433328659	0.246674887795	0.368568500204	0.132563369996	0.0577068961086	0.121543008214
c	0.0510946170193	0.137953116665	0.481762716735	0.172356487665	0.0576269948633	0.0992061329467
c	0.0468450866571	0.103263660622	0.416179557712	0.201884245555	0.0832230080991	0.148604548236
è	0.045258449139	0.096761015474	0.327969887371	0.243575347252	0.0805162001644	0.205919133705
t	0.036463499533	0.0868180094247	0.351223035124	0.292681391484	0.0684045549881	0.164409510275
s	0.060427922551	0.101893600675	0.300303937308	0.269624136228	0.106856285276	0.160894196925
i	0.0626871604037	0.089431995005	0.173743653036	0.300434215409	0.152294083625	0.221409011942
t	0.0352913446252	0.0471141737883	0.116660088345	0.389951332736	0.174319114795	0.236664077647
s	0.0280181655943	0.0317325071894	0.0923707001617	0.374330793312	0.242301632932	0.231246282649
è	0.0221675708501	0.0228459332031	0.0598710323472	0.310475785771	0.321944994044	0.262694701316
k	0.013623376822	0.016446764481	0.0404235093891	0.30237121499	0.355204299081	0.271930853239
à	0.00999225386067	0.0126898717003	0.0314508253564	0.28265437113	0.41276423036	0.250448447013
m	0.00960173814469	0.0125695938934	0.0295234380121	0.222189839403	0.46196344612	0.264151892804
i	0.0109567123014	0.0134760560378	0.0273975113574	0.152626688028	0.463008863373	0.332534087601
</S>	0.0125787573507	0.0139115764589	0.0221425396687	0.114465736814	0.452847650687	0.384053672801
