 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.620321504	0.13755376065	0.0332058333527	0.0287614529858	0.028214415662	0.0285579220851	0.0282943210833	0.0295929516568	0.033200526472	0.0322973801616
v	0.568048248667	0.10695950895	0.0466522893716	0.0374966594165	0.0379592724373	0.0382447858864	0.0339266112402	0.0387108441419	0.0379047758328	0.0540970993375
ò	0.445598116889	0.21379594185	0.0580545933625	0.038173257062	0.0387895159384	0.0448384908886	0.0316713137113	0.0381459873972	0.0329204497757	0.0580123166147
e	0.289918056363	0.408123071283	0.0668449254928	0.0349057957038	0.031139758515	0.0406279805854	0.0265872357063	0.0315440565435	0.0301926469507	0.0401164113653
n	0.159235937254	0.401655550028	0.179645657898	0.0569656044413	0.0333619487326	0.0357469062691	0.0272209929429	0.0319164105352	0.031934266882	0.0423167163089
ì	0.123416870151	0.322386966276	0.290257420233	0.0682642990138	0.0345293280795	0.0335199451144	0.0257886220218	0.0298893067032	0.0291478870489	0.0427994173097
m	0.10591919105	0.256293665825	0.354554317678	0.0818192731246	0.0392660847705	0.0342470343271	0.0244728106168	0.0262244961144	0.0261973671793	0.0510058764783
e	0.0740854890167	0.157535974542	0.344632626559	0.217545396175	0.0444151064635	0.0323215885221	0.0252330562619	0.0251403703771	0.0259482116601	0.0531422715185
a	0.0557098737869	0.106509224047	0.236023488653	0.394216744058	0.0549342448878	0.0322641963162	0.0256087597122	0.0269070631491	0.0273079638503	0.040518500189
n	0.0458232343436	0.0761623230957	0.168101126764	0.432060820686	0.109919655563	0.0409002478854	0.0253064850083	0.027751168272	0.0275428583415	0.0464321574646
k	0.0609683713412	0.0615698079386	0.118777238468	0.328145627535	0.207185748521	0.0513607649885	0.0280727358414	0.039628909986	0.0286373576353	0.0756534935806
ò	0.0597517285517	0.0474631005595	0.113722234289	0.254510941485	0.266292926507	0.0761193492228	0.0296825920811	0.043497568648	0.0271426566868	0.0818168279411
r	0.0386463707352	0.0436398140732	0.132654724096	0.305753323162	0.252183814169	0.0879637958743	0.027789606611	0.0308286116007	0.0254891058532	0.0550506740778
a	0.0334203793517	0.0403197330911	0.106916644679	0.296055438321	0.29991574079	0.0813894510914	0.035960823955	0.025833820436	0.0270202634058	0.0531676518031
p	0.0316342724772	0.034898126739	0.073137154473	0.198450533974	0.37749553293	0.0951959614305	0.0495305353297	0.0374731607478	0.0291370238631	0.0730477629925
r	0.0416246000037	0.0330201966237	0.057238682051	0.128784528191	0.406286334177	0.119983971677	0.0583720898573	0.0446736695826	0.0300608603844	0.0799551451811
ò	0.0412984953986	0.0280341796386	0.0474204241637	0.10626368493	0.370459960859	0.195062970226	0.0656827065265	0.0374761328942	0.0270347085115	0.0812667693821
n	0.0276000989569	0.0261220881055	0.0528147912412	0.0993598805767	0.321522204153	0.260439857409	0.0681915312222	0.0354317976447	0.0249471761462	0.0835705815798
t	0.072966033611	0.0300978590112	0.0506936082137	0.0781164182656	0.283932256451	0.26891987117	0.0749152817459	0.0364070994949	0.0289545326611	0.0749970310437
a	0.0873577076683	0.0269727947637	0.0374234272046	0.0629493114352	0.209313873817	0.289407780423	0.11403520292	0.0504449892983	0.0395771388377	0.0825177663292
n	0.0426827098088	0.0237580643332	0.0377405452149	0.0525976461317	0.163950225472	0.312240399474	0.15025523464	0.0693723728994	0.0415310828879	0.105871753478
g	0.0415190508536	0.0230855281884	0.0385347373916	0.0455328229306	0.149698503824	0.296890771158	0.15193921402	0.0881016694998	0.0426688204606	0.122028903103
h	0.0424825409013	0.0211840059352	0.0342328608672	0.0342050815889	0.147142690341	0.281343013053	0.158758353257	0.110296746433	0.0485292219802	0.121825481301
ì	0.0253527858712	0.0167865529115	0.0288108454724	0.031814189785	0.121418576514	0.331559435018	0.154835904396	0.119440916878	0.0508643848534	0.119116445838
z	0.0156011737931	0.0131544555978	0.0260682058441	0.0385188191117	0.0857143839713	0.337489083006	0.152780212665	0.127036302426	0.0670586929845	0.136578771063
i	0.0135956674064	0.0128974702419	0.024063233772	0.0349967204192	0.0593831294304	0.250572038535	0.185190968955	0.163792983609	0.0828009869282	0.172706891401
n	0.0126118576461	0.0140343420046	0.0194206596613	0.0280031952017	0.0448197492501	0.192606656978	0.208442096185	0.202563765003	0.0857813003094	0.1917163882
a	0.011393735814	0.0137812634469	0.0165896009004	0.0235373394339	0.0373760374834	0.153126252393	0.194359855128	0.218325464668	0.125861769903	0.205648634533
r	0.012462696	0.0130221229776	0.0139195031735	0.0223162584313	0.0315405188411	0.109874068598	0.169680470909	0.252077462223	0.179314420768	0.195792452378
t	0.011197277092	0.0109054291372	0.0116581303678	0.0197028397078	0.029496459727	0.0866958270527	0.151760779418	0.256620434074	0.239859395256	0.182103454259
i	0.007817947738	0.0074882319764	0.00905574785727	0.0147105266179	0.0207202686063	0.0641697370042	0.109707092541	0.246024807825	0.275682338752	0.244623365953
s	0.00615371578733	0.00586367553347	0.00729471026376	0.0109551557106	0.0145553140761	0.0495958811347	0.0878714492203	0.276119391075	0.304946092251	0.236644733718
t	0.00533570878044	0.00419155944849	0.00578018242059	0.00843027002853	0.0137101669554	0.0400317406649	0.0934473759864	0.247097347425	0.37735204675	0.204623700199
e	0.00612421705455	0.0041336281515	0.0102451987322	0.00806114941784	0.0125428749718	0.032228789175	0.0653465141951	0.196583541808	0.36835464225	0.296379488626
s	0.00617381844258	0.0046989589085	0.0121025797154	0.00810514356795	0.00965827727927	0.0262072606583	0.0440033406117	0.183304625803	0.388071335417	0.317674725209
e	0.00521344027393	0.0047215126535	0.0076956610478	0.00803634832798	0.00832962500509	0.0200677931021	0.0354606307972	0.166604621334	0.452707815139	0.291162574736
t	0.00492602587238	0.00468618821517	0.0063978082506	0.00841757447333	0.0080990719753	0.017353292088	0.0272761667284	0.148894173378	0.481460313046	0.292489396579
t	0.00550903553079	0.00338790672772	0.00545123470087	0.00635959750711	0.00773271359537	0.0181928326873	0.032832210703	0.145220238726	0.518793585015	0.256520670386
ò	0.00578249241293	0.00332584965591	0.00510803650696	0.0070505352917	0.00774560448112	0.0183548612024	0.0285173716785	0.136864694242	0.533182585005	0.254068005989
</S>	0.00533643536346	0.00431146496796	0.00560673012348	0.00949293378185	0.00830671128456	0.0178902537312	0.0208752237792	0.122301618421	0.535997250503	0.269881450995
