 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.6938071636	0.11079754262	0.0293176352776	0.027656196254	0.0260016056371	0.0256140345155	0.0268512631763	0.0322766295697	0.0276779043836
c	0.508139204	0.245443268073	0.0524832606979	0.029102681381	0.0291690507172	0.0296655409732	0.0301751542405	0.0399863404789	0.0358354873947
h	0.300262249067	0.421826867024	0.0656615982526	0.0315548746723	0.0328116085007	0.0323912125288	0.0326117613436	0.043053509746	0.0398263033098
r	0.221064655156	0.501388844341	0.0621063064842	0.0336847229418	0.0371724408119	0.0320551501085	0.0327135023434	0.0428397345276	0.0369746457838
ò	0.219251621985	0.471782603447	0.102061572561	0.034765881385	0.0373261680926	0.0314497845125	0.0302807596566	0.037849953074	0.0352316720352
n	0.201294928395	0.433255289816	0.155515476587	0.047058876495	0.036739887697	0.0300190275029	0.027715544395	0.0324175083097	0.035983456615
o	0.139711356532	0.334701155939	0.286443509129	0.0708836661183	0.0387791133275	0.0300892412998	0.0265496982734	0.0313004909055	0.0415417859284
k	0.090951642364	0.207673463113	0.401290785043	0.115778418239	0.0425442909378	0.0344526661851	0.0268758918469	0.031410386406	0.0490224440843
a	0.068741419308	0.140517851871	0.404143671348	0.181093936746	0.0498038818859	0.0368092720718	0.0263594712847	0.0320027070932	0.0605276966708
m	0.0540174990793	0.0899886201903	0.348906360116	0.233387245315	0.058882732322	0.060579485114	0.0421416320183	0.041584792876	0.0705114822613
b	0.0451889130631	0.103052597597	0.254788495439	0.240739249145	0.065249573934	0.082442047972	0.0577316137188	0.0554568746522	0.0953505538324
è	0.036624317281	0.107683233332	0.213277682346	0.241377177355	0.121795525778	0.0719950231327	0.0441397152461	0.0467576612116	0.11634971219
n	0.0348281141737	0.0780335131373	0.215624110582	0.271866250052	0.164506484726	0.0608468743856	0.0286099918019	0.0334521288012	0.112232548826
n	0.0527177805779	0.0745478552724	0.195290063527	0.271641326017	0.156734927375	0.0751531131952	0.0295745026406	0.0366908417964	0.107649546252
i	0.049648663524	0.0576476934241	0.128613343709	0.222045522606	0.219941346458	0.133780423998	0.0310370643535	0.0373612802408	0.119924631055
è	0.026127715604	0.0311665409147	0.0745776039897	0.182287987822	0.303182567719	0.187260305999	0.0303091656178	0.0301270795396	0.134961015785
n	0.0273437272671	0.0341689493849	0.0701765963166	0.152096357827	0.301667142806	0.195132469066	0.0342279312993	0.0308597525752	0.154327022462
a	0.0314959859448	0.037912615235	0.0634681654469	0.105423162492	0.247604915709	0.246019277022	0.0436564800998	0.0527573737337	0.171662058821
f	0.0267093010887	0.0304230229117	0.0456835168343	0.072860000112	0.19009888559	0.300501101007	0.0758361942999	0.0756326507179	0.182255430467
à	0.022311033448	0.0267639457506	0.0395817670908	0.062874659194	0.18516827853	0.279248822336	0.104981122567	0.101283252213	0.177787180736
o	0.0149498000925	0.0188141364595	0.0284251118888	0.0510871939474	0.164150380111	0.270299432445	0.137065818722	0.178472888338	0.136735309785
p	0.0114822399507	0.0135634691158	0.0212347275448	0.0389020864038	0.101176025438	0.233847264348	0.212625645041	0.221872005313	0.145296572695
o	0.010977690002	0.0126219266531	0.0197243240991	0.0323371024769	0.0729574426387	0.156302455356	0.271539057147	0.241466138238	0.182073877365
d	0.00949466278847	0.0107572873889	0.01646184937	0.0251426331115	0.0532350541589	0.103993605092	0.309703603982	0.261267222079	0.209944038788
d	0.00628109623622	0.00966840204843	0.0143752206231	0.0224820749145	0.041706207313	0.06842227891	0.389351787061	0.233241010693	0.214471819007
h	0.00411401920987	0.00934412468361	0.0128293648271	0.0191639228752	0.032048636851	0.0486964341527	0.420938956354	0.254258751564	0.19860574348
à	0.00468207269902	0.00820917712654	0.0113775284095	0.0151792845957	0.0319605097503	0.0434962949809	0.327578534385	0.364726383188	0.192790243227
g	0.00805322833194	0.0101150645098	0.013854511432	0.0141993717188	0.0346094107614	0.0382312826536	0.267188550395	0.444687952396	0.169060640609
l	0.010247382806	0.0149193342682	0.0150145255936	0.0138901177801	0.0282444019565	0.0374917631759	0.302017737065	0.402502354332	0.175672361083
i	0.00935045698733	0.0158695803409	0.0116546501931	0.0111222279557	0.0205636546948	0.0359926898366	0.248961825088	0.422048302311	0.224436649041
c	0.0106122366993	0.0145022174141	0.0100194281434	0.00687395813217	0.0143614932963	0.0226616390922	0.154090744229	0.526312487437	0.240565836347
è	0.0106939990146	0.0123246935202	0.0101096660712	0.00623518105292	0.0178986842321	0.0205112183774	0.115052659143	0.574659872479	0.232514032782
a	0.00798660022105	0.0100732615331	0.00937985346055	0.00748616097193	0.0211089930817	0.0254604278725	0.0844086984477	0.551522247493	0.282573744261
</S>	0.00711243166349	0.0102126108924	0.0092472524611	0.0077011688674	0.0194750861274	0.0263948735762	0.0736018298238	0.517811843747	0.32844287013
