 	credo	che	stanno	ancora	svegli	</S>
p	0.719096456	0.0767551459297	0.0568277868986	0.0428579518749	0.0444491196595	0.0600134828188
i	0.680977077333	0.0988362253532	0.0560725345306	0.059723590979	0.0410646948308	0.0633258399852
s	0.614355445778	0.161408198051	0.0612446978709	0.0624035922325	0.0454275534282	0.0551605340835
t	0.571996076593	0.204615646084	0.0683245299836	0.0493448067531	0.047192317897	0.0585265995829
è	0.439636081131	0.340914581361	0.0605851025545	0.0537930072507	0.036239537412	0.0688316173926
o	0.217158505244	0.526239701787	0.0903582290515	0.0704765227143	0.0283023664241	0.0674646456154
k	0.142526823481	0.538725892596	0.133591383017	0.0679496793848	0.036777422117	0.0804288242782
a	0.11862116276	0.443924692865	0.228512903672	0.0689115960149	0.0439905689467	0.0960391324407
s	0.0768089749	0.326232352288	0.357748433224	0.080238338905	0.0533143155382	0.105657539302
t	0.08775564168	0.246944602763	0.392583530808	0.0837915766083	0.0536522876567	0.135272312227
è	0.0876881014933	0.188778120521	0.447982938669	0.0995607995228	0.0359392648262	0.140050773436
o	0.0529682538044	0.12501276764	0.49046375289	0.156398792241	0.0404611722594	0.134695254392
n	0.0688645224948	0.107944447393	0.43306138363	0.181586708614	0.0549717974685	0.153571160611
e	0.0776419259516	0.100037472311	0.321623313877	0.261495269871	0.0774182240142	0.16178380073
a	0.0474996312639	0.061289365317	0.224502810426	0.39321886929	0.128887715871	0.14460151693
n	0.0445146856013	0.053299535999	0.185607126809	0.422402697097	0.14570279437	0.148473085797
k	0.0800575659738	0.0552124676463	0.15918322747	0.361277764986	0.109046544603	0.235222430866
ò	0.0779578127313	0.0482235120488	0.16146376549	0.299529064949	0.131112686601	0.281713132289
r	0.0529377774464	0.0552367709656	0.15022165523	0.346244715383	0.156743258867	0.238615762363
a	0.0543279042181	0.0596275994445	0.11042432001	0.367064491928	0.158128494556	0.250427101521
a	0.0427047383994	0.0443167765548	0.0810474582233	0.275051384643	0.263903327785	0.292976203707
t	0.0321272216598	0.0324585573649	0.0706706548611	0.184868130481	0.338066900328	0.341808425969
s	0.0355805814466	0.026807920235	0.062735021787	0.124541388607	0.292805685843	0.457529317323
ù	0.0333584975089	0.0214776632383	0.0483270849957	0.0893781011157	0.358400720614	0.449057871108
n	0.023996866299	0.0227983466381	0.0407552191252	0.0972402558786	0.483169634871	0.332039669369
n	0.043754357313	0.035226537438	0.0345886802151	0.0888219446462	0.449051327757	0.34855716079
i	0.0611688964297	0.0384686437067	0.048790943215	0.0662634779421	0.411455002052	0.37385303293
t	0.0676227410128	0.0472565614056	0.0556891974283	0.0479578210874	0.411030227997	0.37044346631
i	0.0598203018111	0.0501735200205	0.0375149172061	0.0358079335491	0.360166586979	0.456516757037
</S>	0.0408176348736	0.0361339028342	0.031130123808	0.0344930190145	0.332717097989	0.524708220919
