 	questo	muro	vuole	uno	specchio	</S>
c	0.580942813	0.135785053007	0.0658235444949	0.0654407239856	0.0719849579852	0.080022950712
ì	0.641708685	0.0963863884285	0.0602320704343	0.0612111024445	0.0649819306346	0.0754798554603
t	0.683222854333	0.104618753743	0.0492232446241	0.0452299159359	0.0577574347472	0.0599478151709
t	0.610678426111	0.140408957702	0.0847173973857	0.0447566406425	0.059600253477	0.0598383167478
o	0.508780378704	0.224181019709	0.10449212261	0.0489568702573	0.0544196503161	0.0591699361972
t	0.342225690568	0.31685426537	0.10598068331	0.0593791506185	0.073410422961	0.102149806153
ì	0.231294436256	0.38481794859	0.127410817777	0.0602355537284	0.0768299904286	0.119411269659
c	0.183801393819	0.400786589997	0.175906595692	0.0516077979888	0.0775892270718	0.110308327955
h	0.147948370006	0.333590699132	0.255509862811	0.0625681578162	0.0870467207971	0.113336113813
o	0.131444030255	0.303582605044	0.336011068384	0.0626626451085	0.060875992578	0.105423683852
t	0.0759835561383	0.236976576481	0.384511964861	0.0710328521495	0.0735676638195	0.157927411069
è	0.0479875021728	0.144355191627	0.44298164502	0.0827150403032	0.0869274587891	0.195033122903
l	0.0387688045509	0.109365532876	0.48992654114	0.0897072146611	0.080982179197	0.191249732834
i	0.034572951219	0.0832175664453	0.3681065932	0.199689308847	0.0937884598677	0.220625142405
è	0.0309033551517	0.0520156330818	0.20474193722	0.344809685549	0.159273589289	0.208255803815
n	0.0297296137259	0.0444489025633	0.159510605447	0.37395046445	0.236607524363	0.155752822018
a	0.0321449300331	0.0433502748738	0.121907514125	0.367538382243	0.286382781788	0.148676037339
n	0.0210676973368	0.0262405245426	0.061840894931	0.340006457308	0.361481461263	0.189363015646
j	0.0126196260563	0.0156644029369	0.0382978099303	0.276154801103	0.456018489088	0.201244912015
a	0.0097059775785	0.0111616088856	0.0242687164101	0.231778884234	0.487096057029	0.235988740672
l	0.00802114262657	0.00908634208153	0.0169114561467	0.179852057011	0.47960459701	0.306524371957
ì	0.0107412931795	0.0128664896172	0.0414929593656	0.132544723137	0.48425162967	0.318102886386
</S>	0.0139471057188	0.0170599792221	0.0668222340928	0.116928632569	0.472635653835	0.312606405193
