 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.5673487534	0.18272946325	0.01929269102	0.0156612978216	0.0138879059803	0.0133456340365	0.0134944690184	0.0138962341184	0.0135492569904	0.0133425908417	0.0135295159145	0.0133605754492	0.0133925771137	0.0138873356379	0.0145325513213	0.0150691704488	0.0152886605587	0.0180356567359	0.0163557356277
d	0.4403098396	0.266374399083	0.0353583887733	0.0201045647384	0.0143926671771	0.0139196240089	0.0144322073645	0.0149173572083	0.0146806186709	0.0141738157394	0.0142651178257	0.014164741542	0.0142914164318	0.0156537045028	0.0152676565186	0.0159174071526	0.0163108681833	0.0224909667507	0.0229746913113
i	0.303781484333	0.360401643428	0.0570294065244	0.0228350707069	0.016044984023	0.0151859681211	0.0158666875836	0.0163855425569	0.0156031615585	0.0151727163777	0.014931951884	0.0153383875014	0.015153174112	0.0165864848045	0.0154754822916	0.0161180715839	0.0164994342376	0.0256517088886	0.0259387077663
k	0.219415869644	0.391991700276	0.0781356773081	0.0249196872004	0.0190151358383	0.0174437265965	0.0184573626111	0.0189904198739	0.017925200021	0.017570424569	0.0162339328675	0.0174873139906	0.0159812884927	0.0186316934249	0.016692628493	0.0173246560351	0.0176678041238	0.0272543159343	0.0288612577046
ì	0.175062152481	0.355654363225	0.162779031703	0.0262874807401	0.0188233461754	0.0169650331198	0.0189855108314	0.0198106684964	0.018726732817	0.0174281427373	0.0154600810457	0.0169865202904	0.0150231024431	0.0200949734641	0.0161607301815	0.0175862260923	0.0164637075308	0.0229352386178	0.0287670759545
m	0.10798127856	0.342133910875	0.227930035634	0.03803425074	0.0227639448764	0.0178418395276	0.0209290456978	0.024971374883	0.019197113314	0.0163247055007	0.0140213201006	0.0161242901395	0.0140490992463	0.0251034490937	0.0146557760525	0.0183921928069	0.0143496957052	0.0177219940478	0.0274748174414
m	0.10348759792	0.280282299425	0.215902233011	0.0612530758107	0.0322790429387	0.0222378551238	0.0266924658851	0.0354444641074	0.0221544406845	0.0178765749829	0.0143194624372	0.0180731224127	0.0147368882276	0.0351374425148	0.014904813632	0.0218900327015	0.0149264850669	0.0177620965343	0.0306397147274
u	0.0962981355067	0.192505940608	0.27408539747	0.0962871369009	0.0356190960608	0.0234920046845	0.0268080987724	0.0341607145061	0.0215603003443	0.0187355644817	0.0149656607073	0.0193978708553	0.0155727119343	0.0319421830783	0.0156106573705	0.0215594837961	0.0161610658521	0.0184106874892	0.026827369068
e	0.0541877261489	0.119979996736	0.334594938223	0.172581520767	0.0364792498769	0.0250361777902	0.0235260364869	0.0262359322634	0.0199988101136	0.0193490369357	0.0159142696939	0.0200843802681	0.017139623883	0.0228131341649	0.0157996118274	0.0181513168705	0.0166563996407	0.0185776748806	0.0228942337361
m	0.039701864963	0.0804268269787	0.284229324474	0.201149541589	0.0792830883256	0.0345526787501	0.0278954263686	0.0284172150524	0.0215208476648	0.0218923015298	0.016427975551	0.0242542179838	0.0174544099314	0.0205953490618	0.0163458862524	0.0197435932379	0.018770204573	0.0193541600169	0.0279850987574
à	0.0356709500543	0.0642299325262	0.213059154558	0.25383391053	0.116831763442	0.0383918236167	0.0290805258695	0.0292722351867	0.0214024765879	0.0215744311519	0.0158900057626	0.0243161820306	0.0162879208112	0.019800568087	0.0158374074042	0.0198483327731	0.0180211230652	0.0177488955487	0.0289022979781
n	0.0311408006648	0.0608244371221	0.200299074853	0.321164040843	0.101062022947	0.0375660194722	0.0287122712432	0.0281305250078	0.0202259036457	0.0193109653286	0.0147222228876	0.0205524616251	0.0154200505512	0.018869397519	0.0141946745107	0.0166192831072	0.0143028784002	0.0147738084237	0.0221091416898
