 	non	so	cosa	stai	scrivendo	</S>
e	0.669590725	0.16792744442	0.039103140228	0.0460907919739	0.0387498286146	0.0385380810624
n	0.454984950333	0.33305613814	0.0554348026773	0.0577063038919	0.0454639245143	0.0533539246812
e	0.257127682778	0.461649290713	0.102643763426	0.0701494112964	0.0504017737668	0.0580281989497
t	0.168767208193	0.417394780238	0.180520896609	0.106982184696	0.0546071940408	0.0717278496805
s	0.124166809044	0.359852244746	0.210590311403	0.153388502325	0.0567186239825	0.0952835291478
è	0.106269760795	0.395178665249	0.182173750601	0.159904742308	0.0477545129548	0.108718559834
r	0.0839213692317	0.389214203416	0.2287948322	0.142051189703	0.0380622420485	0.117956230372
o	0.0722351515772	0.293196699805	0.3466444074	0.143279484834	0.0386555630632	0.105988701258
e	0.0650237278791	0.188648224468	0.3565966462	0.247026231811	0.0473092388495	0.0953959581682
s	0.0539727605464	0.122584187483	0.2685427794	0.40038660427	0.0495259654232	0.104987801156
ù	0.0495417605121	0.0949314217543	0.202381702467	0.482776348423	0.0604198207411	0.109949037932
t	0.0495109462674	0.0809968612181	0.175418828956	0.495855441474	0.0696585077804	0.128559467191
i	0.0502844594758	0.0692468339994	0.143292641719	0.408987134358	0.152296122193	0.175892842197
s	0.0434080006746	0.0540482547558	0.0893507820397	0.336191754186	0.257249960064	0.219751343199
t	0.0274684319086	0.0357362880493	0.0610148009666	0.346553451529	0.258245091155	0.270982060526
e	0.0247375518906	0.0301379821611	0.0493722270355	0.254678388643	0.319620544118	0.321453399369
g	0.0211493390215	0.0242495494984	0.0357287381218	0.160535603814	0.401871328439	0.356465430456
r	0.0103247721985	0.0135005086848	0.0217275140906	0.189699682938	0.41904859748	0.345698865719
à	0.00833874620883	0.0109494606576	0.0165687873435	0.169123497913	0.47680442716	0.318215122806
f	0.0101924090963	0.0114060865512	0.0166401779445	0.101705408638	0.511255270787	0.348800732269
i	0.0106361386941	0.0114596046697	0.0153076021382	0.0624025482793	0.456056123596	0.44413802409
</S>	0.0111982768641	0.0117889175838	0.0146910242791	0.0443905072397	0.411458862198	0.506472429045
