 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.587720088	0.09927134603	0.0306822953819	0.0239580164005	0.0207571598497	0.0196826328625	0.0203415970499	0.0189794465153	0.018484877914	0.0187862724476	0.0188741232863	0.0188344483942	0.018658625054	0.0180334458068	0.0201140389417	0.0190705170523	0.0277510659806
ò	0.572632898933	0.114163470023	0.0308926814476	0.0250750416179	0.0200859074793	0.0198571820701	0.0206714359307	0.0194626030636	0.0183952960874	0.0189938132698	0.0188132991174	0.0188364165592	0.0185318167648	0.0175917582916	0.0200138246425	0.0188518285773	0.0271306979842
p	0.546616217378	0.162024260208	0.0347079477223	0.023756231174	0.0181330925635	0.0186430601745	0.0196819545398	0.0188083698891	0.0168549095158	0.0170714524016	0.0176434180836	0.017302381736	0.0165099521688	0.0153437777502	0.0169601661503	0.0168850075794	0.0230578051614
o	0.407367510859	0.300337586603	0.0358994694748	0.0213952695588	0.0185935322538	0.0187279436105	0.0200123459098	0.0189604490908	0.0169527899519	0.0166791310732	0.0177077462401	0.0173844505134	0.0164530845408	0.0153988560251	0.0167908339723	0.0175820420416	0.0237570175053
G	0.236446558953	0.364045708468	0.0661630512283	0.0360029170566	0.0297610876004	0.0276694094653	0.0286737204242	0.0242352174639	0.0193179003006	0.0202347391965	0.0202759228277	0.0193823757961	0.0186657713333	0.0168180900166	0.0195778871678	0.0213371004458	0.0313925513856
i	0.159432252584	0.386643271689	0.0868117750761	0.0418472662125	0.0347168226829	0.0324220503862	0.0328159763287	0.0263069234588	0.02000445436	0.0219578296856	0.0211457185507	0.0199229267912	0.0192771657931	0.0173620540889	0.0208239192694	0.02302636402	0.0354831654223
o	0.126457525775	0.37062668103	0.164560101425	0.0358109613312	0.0298246401077	0.0284653417318	0.0281731805102	0.0230243857386	0.0188528436325	0.0214380191303	0.0191983424733	0.0187572306238	0.0181167393166	0.0184770771669	0.0248949925355	0.0220310207899	0.0312908452497
v	0.102130268258	0.24557202597	0.219384368275	0.0538048165771	0.0480204900466	0.0315646806958	0.0328102578046	0.0318152789936	0.0244633247237	0.0322347644132	0.0218662992492	0.0219973056507	0.0212291325115	0.0215630988835	0.0280780840173	0.0298642387581	0.0336014851203
à	0.0878458550393	0.220038215617	0.246716126892	0.0605749151257	0.0523589673422	0.029410570992	0.031366593519	0.0365660002101	0.0256186269604	0.0374522750019	0.0210749918393	0.0254070371143	0.0205639823633	0.022404481791	0.0217329860404	0.0294956127082	0.0313726716829
n	0.0809700478131	0.236763706339	0.277681073231	0.0572146086419	0.0352362979741	0.0241315328461	0.0261818685184	0.0359097902529	0.0267701688586	0.0370712954198	0.0211852953555	0.0306378278725	0.0222124967665	0.0230387151189	0.0171578903855	0.0216442158114	0.026193096103
n	0.086300650071	0.228561631246	0.211891108744	0.0702348177473	0.0397865333447	0.0354168796315	0.0401895333818	0.0426769930112	0.0306815390135	0.0401890173479	0.0260270514792	0.0334121580346	0.0255104303825	0.0235795993831	0.018455853736	0.0214231961743	0.0256629509152
i	0.0738453836403	0.166207532749	0.264358035315	0.107943050449	0.0501973644416	0.0432723012742	0.0450665041741	0.0383469972509	0.024711601092	0.0338331916758	0.0235556833754	0.026131165033	0.0205371925672	0.0207087657969	0.0182283972768	0.0195210087607	0.0235357442215
j	0.0459287396968	0.089955225783	0.332248781372	0.12438618455	0.0971845169872	0.0423040162723	0.0421895255658	0.028218967611	0.021848687978	0.0277170560618	0.0207535792362	0.0208312468007	0.018391385054	0.0195910274527	0.0176175420314	0.021870031111	0.0289634288122
ù	0.0330441762589	0.0612190543943	0.291316899391	0.19061843885	0.114919067462	0.0407193593874	0.0440468840917	0.0281688243855	0.0216706044191	0.0270020583508	0.0208200137189	0.0209357259771	0.017437469665	0.0191276868586	0.0166574575912	0.0216394417658	0.0306567977632
r	0.026967089113	0.0562686784648	0.270373714197	0.24555228695	0.100766366754	0.0468372176058	0.046555669067	0.0275301640273	0.0202275506979	0.0237511373439	0.019190031768	0.0217159295364	0.0168699979199	0.0163485410938	0.0153827782334	0.0205478089975	0.0251150417918
i	0.0265537260397	0.0523972319683	0.236961218999	0.248894034983	0.136398841451	0.0555426123953	0.0529923839557	0.0235705744005	0.0188867981566	0.0202918115027	0.0174271198987	0.0196185911664	0.0163723865025	0.0147616956329	0.0150909718187	0.0203323876339	0.0239076265422
s	0.0262269345286	0.0404495883361	0.170024863533	0.268356425528	0.187466369017	0.0629348754584	0.0563120754519	0.0209994990744	0.01939097055	0.0201571710533	0.0171643850487	0.0176652244934	0.0160988416989	0.0152951914185	0.0151881752406	0.0204040778889	0.025865366799
e	0.0272361640955	0.037207577004	0.119440785311	0.244608306909	0.228467672739	0.0783316774861	0.0715704956173	0.0217097359657	0.0204533844908	0.0211228098491	0.017026305403	0.0170763456521	0.0159731910571	0.0158539877624	0.0152425681786	0.0207258404851	0.0279531932138
o	0.0322753350105	0.0395451009667	0.087630555037	0.239680097103	0.220174375513	0.0864945938287	0.0943873918724	0.0279564184992	0.0220031018745	0.0244661339688	0.0162601037752	0.0164663175385	0.0145854404696	0.0174096921854	0.0164790973183	0.0178300350316	0.0263561459493
v	0.0287348830202	0.0330431264822	0.062926017379	0.214803997168	0.220317263771	0.0992236912096	0.110700989024	0.0321091636501	0.0266008880745	0.0284821422843	0.0166106063836	0.018072856319	0.0154991274029	0.0204586682977	0.0183317645	0.0259306880148	0.0281541021192
r	0.0221479461794	0.0262274638141	0.0517012872263	0.157030935389	0.222902250524	0.159303526137	0.120901747341	0.037228174686	0.0265915098658	0.0286892447832	0.0170268992821	0.018704829809	0.0160633232356	0.0201862311303	0.0170093696059	0.0281970887811	0.0300882558504
à	0.0219589259371	0.0268442815627	0.0603867457421	0.167415086263	0.180286971708	0.178366690446	0.132441784847	0.0518625348153	0.0235713888459	0.0255782142531	0.0171014133014	0.0199254271228	0.0146798009218	0.0168587485995	0.0141000920725	0.0184066534115	0.0302153824829
i	0.0223876840264	0.0267963634522	0.0611694016874	0.179509106488	0.139638353036	0.135418204482	0.177116590482	0.0705760394184	0.0314810589393	0.0303613049877	0.0171546949486	0.0202685674175	0.0147234044775	0.0168035547983	0.0132703927848	0.0143104466136	0.0290149312316
è	0.0215379496541	0.0243826407107	0.0519198496958	0.149196501896	0.117158749612	0.116127602294	0.225889447094	0.0928934512595	0.0389975588198	0.0360270688546	0.0175085179942	0.0211481950676	0.0152600667318	0.018660115459	0.0133023849488	0.0139562021845	0.0260337683884
s	0.024489686278	0.0284310755569	0.0536969794253	0.131739890699	0.113938884004	0.118649975298	0.230829312098	0.0964254414265	0.0338184491799	0.0323382994029	0.0158522011659	0.0224297193917	0.0157946472683	0.0180402197314	0.0129411848376	0.0183080005205	0.0322761042635
s	0.0250626666793	0.029806626327	0.0501769764351	0.104060552253	0.100516175268	0.164302202166	0.201075075033	0.104966953322	0.03209862534	0.035745774725	0.0188555369393	0.0214913117329	0.0178263637577	0.0190077281672	0.0142373868004	0.0224377178291	0.0383323480978
u	0.0238533910464	0.0272168044237	0.0413200472517	0.078903206571	0.087838018556	0.175228416455	0.194862098011	0.124219308774	0.04699905398	0.0425262255977	0.0238722682878	0.0226773165199	0.0182535450791	0.0222487468986	0.0146399738237	0.0197283990786	0.0356131749668
ì	0.0218041055395	0.0249278154586	0.0377639594039	0.0716924072703	0.086229180452	0.129180463952	0.209714893404	0.144436522165	0.0724594581933	0.0494195985239	0.0237742212339	0.0262038801903	0.0163338030081	0.0241861616636	0.0128693739239	0.0156343386385	0.0333697972778
b	0.0192699365838	0.0295996050435	0.040122932704	0.0669605737701	0.0766154783173	0.107390682451	0.242590312201	0.154453965295	0.0685208943644	0.0505118357433	0.0209114579733	0.0273253805772	0.01460802094	0.0232621779619	0.0109853629079	0.0163053358859	0.030566081649
b	0.0191014953213	0.0349560123278	0.050881110804	0.0645931763234	0.0626644620724	0.096467462817	0.2423658898	0.166158193632	0.0482250101881	0.0647334837144	0.0220440816351	0.0284799468416	0.0157154594982	0.0240667946811	0.0115119461038	0.0183207674589	0.0297147240432
i	0.0182778907094	0.0286585377393	0.0525028098547	0.0629929462498	0.0559328229175	0.078741213339	0.17795416	0.154959720877	0.100838645363	0.0852723367381	0.0354115849584	0.0328907902925	0.0181202242515	0.0276179781534	0.0142435168868	0.0177045617488	0.0378802237457
e	0.0180419409181	0.0235636847298	0.0420218307916	0.0597601426786	0.0595860089992	0.0753802318263	0.146199782467	0.111068898492	0.145902987121	0.0862647237127	0.0534227055195	0.0411204627795	0.0234375989698	0.0307595904843	0.0199804749895	0.0197629887932	0.0437260006643
