 	lo	sentii	che	arrivò	</S>
a11	5.6622675e-09	0.9993284	0.0006454084	2.619174e-05	4.2478326e-11
a31	0.00046397696	0.15749663	0.29576236	0.5084805	0.037796576
a28	9.889793e-06	0.21315719	0.06994416	0.6607645	0.056124233
a37	0.00012242736	0.94973	0.013810453	0.03618152	0.0001555929
a20	0.00025480214	0.92120564	0.06633388	0.0120560825	0.00014967336
a31	4.1214327e-05	0.9974921	0.0018413654	0.0006252193	7.145541e-08
a1	0.0009112803	0.99171454	0.0065091993	0.00077389233	9.113624e-05
a0	0.45587525	0.47642255	0.019252928	0.027209582	0.02123971
a17	0.18349956	0.2663749	0.020665338	0.13116042	0.3982998
a31	0.2629904	0.21345603	0.062983826	0.38846567	0.072104044
a0	0.6181717	0.069438756	0.00968155	0.06586427	0.23684378
a46	0.30778107	0.06864276	0.12784865	0.48159763	0.014129972
a31	0.19855914	0.07104381	0.060454495	0.59669816	0.073244356
a18	0.43724918	0.1250153	0.023725184	0.095272526	0.3187377
a31	0.09941952	0.045429163	0.07391287	0.74652416	0.034714367
a39	0.019710843	0.017431887	0.009740349	0.08744225	0.8656746
a31	0.06306127	0.02325013	0.079072185	0.8182621	0.016354315
a46	0.002146669	0.01771698	0.009830889	0.10793253	0.8623729
</S>	0.077930674	0.023485169	0.10738877	0.7763744	0.0148210665
