 	non	mi	aspetti	che	non	vengo	</S>
a31	0.11913989	0.8075866	4.6583858e-07	0.019634454	0.051752195	0.0018864908	1.5931464e-09
a37	0.0022721472	0.012390415	0.0042062537	0.6015934	0.25457704	0.12470309	0.0002577569
a31	0.03084893	0.5739901	0.03721551	0.082800485	0.17108917	0.10398758	6.8291185e-05
a24	0.0062379353	0.121993445	9.984894e-05	0.13325387	0.33849394	0.39992043	4.788466e-07
a46	0.22602384	0.7057448	0.011919619	0.00866644	0.026299799	0.021337342	8.19251e-06
a31	0.2869859	0.4312859	0.06284332	0.041170124	0.10493914	0.072719306	5.6225013e-05
a1	0.03636594	0.06920872	0.035507172	0.049509834	0.07909536	0.72063166	0.009681228
a31	0.031714138	0.17161235	0.19747756	0.06506867	0.18229105	0.35153463	0.00030158568
a20	0.004156939	0.020016717	0.064464495	0.07405469	0.077078715	0.6400449	0.12018355
a41	0.04600355	0.19510168	0.22001186	0.05799782	0.19550027	0.2842384	0.0011464014
a31	0.007977569	0.083251916	0.19611612	0.060979888	0.13246079	0.51702285	0.0021908123
</S>	0.0054755653	0.008520836	0.027417533	0.09821271	0.03520438	0.39095968	0.43420923
