 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.007857609	0.0056074504	0.9798734	0.006658231	2.916219e-06	4.567393e-07	3.4801825e-10	1.0994297e-08
a39	0.011731169	0.20521909	0.3408451	0.43877837	0.0023467215	0.0009970817	8.809085e-07	8.160968e-05
a41	0.01138734	0.31514388	0.6528768	0.015527287	0.004034003	0.0010277053	1.7985207e-06	1.19681e-06
a39	0.18771863	0.48787582	0.30722308	0.014577176	0.0020968013	0.0004746684	3.3699256e-05	1.2011657e-07
a20	0.83834386	0.088705786	0.0484183	0.005538193	0.0029286172	0.0073071592	0.008715181	4.2904332e-05
a0	0.79441077	0.054617368	0.05899417	0.013897034	0.0066021774	0.021961799	0.048504435	0.0010123405
a31	0.13842067	0.11423862	0.25665978	0.05373408	0.068282895	0.17513245	0.18822679	0.0053047175
a13	0.13622731	0.061749674	0.15876749	0.077403225	0.029552344	0.10376447	0.28122914	0.15130633
a17	0.08656036	0.214445	0.3540128	0.084153935	0.123737484	0.13000427	0.0041408064	0.0029453274
a31	0.036136705	0.20592646	0.29397607	0.30812997	0.05714395	0.050010208	0.014401748	0.03427495
a3	0.040632453	0.06518517	0.111635484	0.19754314	0.036598112	0.07317826	0.032380786	0.44284654
a46	0.081496164	0.28515744	0.31922254	0.21608047	0.06197366	0.030451424	0.0009082315	0.004710071
</S>	0.03196048	0.2861117	0.30827376	0.2372957	0.052932005	0.050826903	0.004624911	0.027974498
