 	forse	non	li	ha	a	casa	</S>
a28	0.024955155	0.86819583	0.100281075	0.00072847586	0.00493028	0.0009090682	2.4260789e-08
a10	0.11472865	0.0033534938	0.010646451	0.00013823193	0.25211436	0.5690334	0.04998541
a31	0.04418328	0.05499401	0.14009838	0.019442692	0.2081369	0.50286216	0.030282568
a21	0.005090888	0.039306913	0.15510097	0.48011145	0.18531035	0.07687122	0.05820831
a37	0.41237837	0.36704633	0.027530365	0.037164222	0.021732148	0.13146378	0.0026847818
a31	0.37434858	0.287247	0.0415842	0.06847782	0.054940283	0.17179081	0.0016113119
a37	0.39859885	0.4083264	0.019248327	0.051424343	0.015710318	0.053384572	0.053307243
a31	0.24785458	0.08150105	0.024480402	0.05661272	0.05704867	0.53230006	0.00020251227
a37	0.47278988	0.056543704	0.01887526	0.086397216	0.06911302	0.278768	0.01751279
a31	0.046921108	0.06312075	0.13909131	0.043715283	0.089259095	0.61750835	0.00038409245
a21	0.04697389	0.016921878	0.07723836	0.088826776	0.15681246	0.47588506	0.13734154
a31	0.041724924	0.07293478	0.15938836	0.04476493	0.12082109	0.5595077	0.00085814216
a20	0.045794	0.015485389	0.079942584	0.07051575	0.20430633	0.5131103	0.07084563
a31	0.060147572	0.105252504	0.16973065	0.04766677	0.16344897	0.4528756	0.00087781047
a37	0.018028358	0.012313007	0.08370876	0.12124292	0.14581768	0.57167023	0.04721897
a33	0.053250257	0.103030145	0.19605899	0.03303034	0.13051103	0.4811663	0.002953011
</S>	0.20675746	0.24889147	0.28411996	0.0038559728	0.080966905	0.1718686	0.003539683
