 	voglio	un	forno	che	vende	rustici	</S>
a31	2.107106e-05	0.00029302	0.9824991	0.016461924	0.00071638357	8.38443e-06	3.7677436e-10
a37	0.060262643	0.0046888166	0.31983936	0.6088506	0.0025139528	0.0034340122	0.0004106642
a31	0.025111454	0.3329425	0.3826809	0.18944666	0.023890428	0.045872137	5.5974426e-05
a17	0.024187837	0.008520766	0.117462784	0.8202876	0.007987027	0.021552637	1.3945697e-06
a20	0.10261854	0.66980016	0.081468195	0.056818645	0.04453199	0.04473898	2.3586892e-05
a31	0.42979467	0.42395088	0.048401833	0.049004648	0.0406929	0.008134451	2.0710619e-05
a41	0.24985191	0.028395647	0.03720463	0.612275	0.0044326726	0.056684017	0.011156063
a24	0.15873289	0.11050599	0.06225917	0.048442326	0.51770264	0.10234203	1.4889501e-05
a31	0.08054309	0.10520598	0.057089265	0.13795623	0.38461074	0.23450094	9.373618e-05
a39	0.011515679	0.122841485	0.040109046	0.38070562	0.038980376	0.14081915	0.26502857
a31	0.0934431	0.06707532	0.06499089	0.0886748	0.3223289	0.36335105	0.00013592004
a8	0.019191928	0.049898714	0.04153482	0.22317693	0.09396592	0.36462387	0.20760792
a26	0.102743685	0.05614971	0.060977492	0.07637764	0.1979902	0.5012791	0.004482223
a23	0.1770799	0.0940095	0.14399865	0.09952393	0.21586213	0.2691394	0.0003864669
a31	0.23086278	0.055560384	0.19920543	0.10464905	0.17578803	0.21628448	0.017649889
a20	0.04602918	0.03285892	0.10158752	0.11459283	0.21684825	0.24773464	0.24034874
a39	0.29205447	0.087984405	0.23043174	0.10660846	0.10943327	0.16794276	0.0055449726
a11	0.29534563	0.05794537	0.32504174	0.13107967	0.08847984	0.08220779	0.019899962
a37	0.20264582	0.07148539	0.17253147	0.09377621	0.15901391	0.29191896	0.008628162
a14	0.16714422	0.042665664	0.18744606	0.12130601	0.17897032	0.23700939	0.065458365
a24	0.12311509	0.056778252	0.1374481	0.10225506	0.18710178	0.3538706	0.03943112
a28	0.0944495	0.06394034	0.16661528	0.09452699	0.196444	0.31979457	0.064229265
a20	0.13136198	0.04737355	0.1512128	0.085423864	0.16821565	0.28331006	0.13310206
a8	0.10310221	0.071859196	0.15160063	0.0842714	0.13685185	0.31052998	0.14178474
</S>	0.17821157	0.030570315	0.2294192	0.053640343	0.1049623	0.16161047	0.24158578
