 	ora	ho	finito	di	scrivere	</S>
a23	0.0895248	0.90404856	0.003114996	0.0031317628	0.00017873583	1.1806419e-06
a31	0.0032503307	0.10748682	0.005449788	0.7551144	0.00038930017	0.12830934
a28	5.120644e-05	0.002625906	0.06730164	0.9034782	0.0006992182	0.025843842
a31	0.0008727403	0.2510517	0.35449976	0.3907846	0.0027499718	4.117765e-05
a41	0.0002313718	0.041335043	0.07220161	0.8816322	0.004598149	1.6281848e-06
a21	0.048744906	0.90380675	0.007248017	0.03370634	0.0064938837	8.182739e-08
a24	0.6802174	0.21392123	0.008479994	0.021817356	0.07323062	0.00233347
a31	0.826281	0.068356775	0.019255538	0.016521066	0.06461045	0.004975106
a39	0.566419	0.016184771	0.010903709	0.0054247817	0.34042376	0.06064399
a31	0.288542	0.123825766	0.4395109	0.08222972	0.04605951	0.019832108
a28	0.13672847	0.046184767	0.21394973	0.027947081	0.30038768	0.2748023
a31	0.09274409	0.02986243	0.82155985	0.041069686	0.0008112649	0.01395275
a20	0.029850528	0.026380947	0.7423797	0.04151118	0.01966619	0.14021145
a37	0.060637157	0.011942849	0.904167	0.013852969	0.00061640126	0.00878361
</S>	0.011705908	0.016266985	0.86039424	0.044001777	0.0033544274	0.06427672
