 	lo	posso	finire	di	fare	</S>
a20	0.7477064	0.0063294945	9.384583e-05	0.24494664	0.00092352036	5.2573125e-08
a31	0.26450503	0.0043826117	0.056369487	0.22933874	0.052203774	0.3932004
a46	0.00071308325	0.0034867716	0.4222492	0.0974429	0.06741159	0.4086965
a31	0.22808872	0.43882602	0.047150828	0.032410152	0.25307783	0.00044646036
a41	0.029383386	0.020379623	0.8533599	0.015504739	0.07916641	0.0022060028
a18	0.50229716	0.34647796	0.043211244	0.010468264	0.09753775	7.5833927e-06
a7	0.9749213	0.0061988058	0.005999108	0.0007885983	0.011458701	0.0006335508
a41	0.09831835	0.10582272	0.50958693	0.07852599	0.1952618	0.01248416
a31	0.11470094	0.024174916	0.06329116	0.028065316	0.10021475	0.669553
a0	0.70915955	0.08777218	0.067869306	0.019758014	0.08185846	0.033582527
a31	0.008586728	0.26398057	0.052635957	0.28635398	0.23605376	0.15238898
a39	0.0021608444	0.16666572	0.023022259	0.032417804	0.11603612	0.65969723
a46	0.004953854	0.47644225	0.015057926	0.2712474	0.16907525	0.06322338
</S>	0.002248555	0.4822215	0.0075318557	0.21737142	0.22761801	0.06300866
