 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.042461623	2.7165459e-06	0.0002741387	4.3778775e-05	0.89189976	0.06272253	0.0025955252	6.5699353e-09
a8	0.013389149	1.2828537e-05	0.00025287404	0.0022011853	0.1467807	0.47153184	0.34495866	0.020872846
a31	0.07205703	0.00034648844	0.01253311	0.00039721365	0.4058585	0.08334063	0.42007455	0.0053925235
a41	0.0072091348	1.9991036e-05	2.8814036e-05	0.007924587	0.91743636	0.024989989	0.039838318	0.00255277
a31	0.9619394	0.0009237515	0.00015815443	3.1116924e-05	0.015376013	0.014148826	0.0074122455	1.0443062e-05
a0	0.63861483	8.4897314e-05	0.0002620406	0.0008151867	0.26825538	0.037534945	0.053317647	0.0011150015
a31	0.84569454	0.0020665564	0.000113464026	7.019536e-05	0.03149261	0.044246066	0.076305024	1.1577061e-05
a39	0.8289099	4.0651168e-05	1.531822e-05	4.5743665e-05	0.11080695	0.0135934325	0.04575962	0.0008283243
a31	0.122737296	0.04235501	0.22621696	0.017473072	0.02690396	0.15649639	0.4073793	0.00043796937
a10	0.14381701	0.00056137895	0.0074996403	0.00928476	0.3601747	0.08834208	0.33607146	0.054249022
a20	0.026935143	0.08262277	0.406726	0.035398025	0.012026796	0.12936911	0.30659577	0.00032640435
a31	0.01098247	0.045059714	0.17782	0.047955424	0.03225593	0.17531861	0.5089673	0.0016405927
a10	0.027300783	0.002441739	0.01797562	0.031595234	0.39165023	0.09031132	0.29863665	0.1400884
a20	0.016469087	0.08424826	0.28962868	0.061385024	0.019731682	0.1760394	0.35179016	0.00070765417
a31	0.009276202	0.0973787	0.1496615	0.13098648	0.04711918	0.21362822	0.35013807	0.0018116878
a13	0.009370743	0.01800749	0.038486987	0.048436146	0.37505797	0.08933169	0.30108953	0.12021941
a20	0.02758505	0.20104662	0.18742406	0.11809355	0.01808055	0.21328999	0.23406921	0.00041095252
a31	0.0097225215	0.21436508	0.050221145	0.34682816	0.07150562	0.13553439	0.17004374	0.0017793155
a28	0.0068274974	0.09163959	0.041125875	0.13223174	0.40119472	0.05757943	0.16013761	0.10926354
a24	0.020264672	0.3528669	0.06897769	0.16089712	0.014997793	0.17453046	0.20639952	0.0010658609
a46	0.0066460385	0.22652046	0.03935901	0.38744178	0.06744299	0.11644647	0.15442556	0.0017177348
a39	0.012275705	0.32109538	0.07073961	0.22057357	0.037765328	0.14798208	0.1891663	0.00040203673
a46	0.0058649136	0.30082652	0.034396496	0.24208994	0.08077006	0.08037492	0.2494553	0.0062218686
a8	0.014115819	0.27820593	0.059410024	0.13132945	0.06453106	0.116821595	0.32927358	0.0063125845
</S>	0.004938926	0.37770844	0.019540409	0.2609318	0.13003099	0.033367477	0.13563769	0.037844233
