 	vuole	andare	a	Lecce	</S>
a20	0.89007735	0.094163686	0.015741678	1.7199749e-05	2.8625744e-09
a31	0.10572138	0.10027069	0.48292437	0.013013192	0.29807034
a18	0.036732543	0.13738966	0.7554573	5.7592857e-05	0.07036289
a46	0.27351484	0.5360438	0.18056145	0.009474733	0.00040511592
a37	0.23916407	0.36814088	0.26225257	0.13020043	0.00024211712
a23	0.051254276	0.0764549	0.06278101	0.8094372	7.263785e-05
a18	0.61451733	0.1329468	0.112658806	0.13982712	4.9950755e-05
a38	0.079924785	0.022348521	0.0412204	0.85174763	0.0047586197
a37	0.1797153	0.1501078	0.22771613	0.4403854	0.002075347
a31	0.15279296	0.22254477	0.5613917	0.061576914	0.0016936894
a20	0.10133671	0.11932477	0.42549896	0.33828446	0.01555513
</S>	0.13851114	0.16859722	0.65337944	0.0312079	0.008304272
