 	che	consuma	poco	benzina	</S>
a31	0.009003996	0.03655996	0.95443606	8.458022e-10	1.8612156e-10
a41	0.004516317	0.9435134	0.051942777	2.6866006e-05	5.445648e-07
a31	0.10340306	0.007194625	0.8893798	2.2397342e-05	7.3299475e-08
a28	0.07831953	0.34506965	0.5766101	7.1499255e-07	2.279806e-08
a24	0.7380377	0.002586147	0.25918508	0.00019066206	4.5129102e-07
a31	0.5041165	0.031146612	0.40276247	0.06028499	0.0016894822
a11	0.11312041	0.12067201	0.21143855	0.4366959	0.11807308
a31	0.039106574	0.056664657	0.41537216	0.4233072	0.06554934
a46	0.0038436744	0.02556205	0.024544833	0.48257262	0.46347684
a31	0.015987135	0.05242685	0.27203652	0.54463243	0.114917055
</S>	0.001754495	0.028066399	0.014054009	0.76073855	0.1953865
