 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	2.4153745e-05	4.0206173e-06	0.001502979	0.00042975857	0.0010571511	0.0006239363	5.686981e-05	0.9959532	0.00034765594	1.6887073e-07	2.531555e-10
a6	3.0958076e-05	0.0034521266	0.03121163	0.020695364	0.11037118	0.13759468	0.6915977	0.0041853273	1.0770301e-05	0.00012444424	0.00072583574
a37	0.0013754048	0.023169465	0.043981172	0.015736638	0.06418469	0.2933653	0.4524167	0.10104692	0.00010614675	0.0040995097	0.0005181057
a24	0.0027805327	0.054080553	0.088784	0.019874757	0.024934879	0.12764022	0.5951866	0.08184889	0.00026729362	0.0042100986	0.00039224044
a28	0.0040130587	0.05256796	0.08604664	0.025038933	0.018054167	0.07942679	0.46578765	0.26686832	0.00043211275	0.0017514784	1.2919734e-05
a31	0.0033750993	0.029956896	0.039483078	0.010811246	0.008532643	0.108262025	0.5897949	0.2086829	0.00038940235	0.00071144605	3.2652238e-07
a46	0.014786832	0.23384702	0.23661865	0.01822309	0.041359555	0.05014754	0.36139765	0.043320287	3.0605206e-05	0.00026268727	6.0708303e-06
a8	0.092294365	0.014949263	0.0024921936	0.0035528257	0.004404304	0.0036059518	0.019443331	0.8567003	0.0022285767	0.0003287304	2.98832e-07
a31	0.14142582	0.08366767	0.023633596	0.009328764	0.008876989	0.0038253106	0.027667219	0.6998629	0.0008185457	0.000747568	0.00014563446
a10	0.091061704	0.017775765	0.002981116	0.004628951	0.01823629	0.041139916	0.15856518	0.66482186	0.0001903008	0.0001420123	0.00045687697
a37	0.02672839	0.020991802	0.02287738	0.014174045	0.032850806	0.042754024	0.07018858	0.74108505	0.010687615	0.016563376	0.0010989083
a10	0.009726443	0.03274017	0.04388265	0.020851016	0.062458806	0.12303626	0.13944784	0.49523655	0.020365693	0.04343667	0.0088178925
a17	0.012856664	0.029203273	0.04850591	0.026754687	0.07431962	0.10153845	0.1415877	0.52852947	0.009975955	0.023428004	0.0033002563
a20	0.008836515	0.031332314	0.042159684	0.020825846	0.062073108	0.10806703	0.13058354	0.5322389	0.018900566	0.039785735	0.005196796
a31	0.010353666	0.024753114	0.037511803	0.022314558	0.059065036	0.08781757	0.12779944	0.58759165	0.01147805	0.026296433	0.0050187283
a20	0.0025249033	0.0089513445	0.019362384	0.02569691	0.06975087	0.2771114	0.33216748	0.22324277	0.00831824	0.005007406	0.02786632
a31	0.013811224	0.03226375	0.026215687	0.010894224	0.026417028	0.04142366	0.04019868	0.7314539	0.03521031	0.040577736	0.0015338701
a13	0.001480891	0.010716738	0.028149635	0.027759843	0.06542749	0.24036294	0.21421257	0.21103843	0.02932079	0.056533583	0.11499715
a10	0.01917565	0.048396915	0.035843495	0.013423829	0.02930416	0.03341039	0.024542572	0.690411	0.056291755	0.048263192	0.000937065
a31	0.0058982847	0.054900635	0.06554271	0.025003191	0.05169815	0.092156485	0.041976042	0.33670583	0.10331658	0.18443254	0.0383695
a17	0.0015240656	0.014259723	0.053427882	0.0597262	0.107655264	0.22631194	0.1760487	0.22712356	0.030171407	0.03842198	0.06532926
</S>	0.017558409	0.09248461	0.07458486	0.02867681	0.058193218	0.050653845	0.030433694	0.44304675	0.1236456	0.07815256	0.0025695944
