 	deve	che	entra	da	qui	</S>
a31	0.0001656902	0.14437413	5.63295e-07	0.85545963	5.3929177e-09	1.0279753e-09
a21	0.0006790866	0.012988102	3.2579464e-05	0.9859309	0.0003465061	2.2776843e-05
a31	0.3371041	0.14026803	0.005473055	0.51694965	0.00019008537	1.5067336e-05
a20	0.00034003824	0.009492455	1.4975457e-05	0.99014837	4.2544925e-06	2.9405774e-08
a11	0.24489585	0.6058502	0.0047131944	0.14411327	0.00042389592	3.5052199e-06
a31	0.058104772	0.19985051	0.028795375	0.70155466	0.011687454	7.30833e-06
a37	0.015298301	0.19740768	0.019169178	0.71974665	0.04496068	0.0034176467
a31	0.15084025	0.15685186	0.10147414	0.50488645	0.08179824	0.0041489736
a8	0.030845243	0.0073735225	0.05530278	0.63936305	0.16175896	0.105356485
a31	0.20787819	0.03999803	0.20817205	0.2966049	0.19501218	0.052334674
a46	0.07364088	0.003208828	0.1607673	0.22541943	0.36581108	0.17115247
a31	0.22311965	0.0583185	0.22893286	0.2749519	0.1710172	0.043659862
</S>	0.098272964	0.002632312	0.24223036	0.21915247	0.35559353	0.08211834
