 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.00075581035	0.002663763	3.7501293e-05	3.9882703e-05	0.95461744	0.036609564	0.0052759917	9.585527e-09
a21	0.00012876384	0.0016135656	1.089311e-05	0.028897006	0.9504335	0.010182334	0.008707211	2.6738653e-05
a31	0.0041566	0.021093192	0.00049908704	0.00039849	0.36585397	0.09349766	0.5144515	4.96091e-05
a21	0.00027980102	0.000738722	3.4985906e-06	0.00097136054	0.8663354	0.015996581	0.115670286	4.3797995e-06
a31	0.07217314	0.16460961	0.00236269	0.0002858724	0.42899066	0.044810418	0.2866535	0.00011417842
a13	0.51876163	0.04956636	3.7690727e-06	0.00096581015	0.2895478	0.021186404	0.119775414	0.0001927718
a35	0.48394296	0.16996206	0.10563186	0.06198962	0.088571	0.03905935	0.050801486	4.1657895e-05
a37	0.6408298	0.1066013	0.029052345	0.039598003	0.14481317	0.020552957	0.01825925	0.0002931699
a31	0.43036273	0.050655033	0.016153492	0.01622428	0.33463913	0.046509482	0.10526045	0.00019547729
a37	0.23243359	0.022048663	0.0034422292	0.008046556	0.5195297	0.08568027	0.09510379	0.03371526
a31	0.027729636	0.019501725	0.06266617	0.04296947	0.08587411	0.034084484	0.72496223	0.0022122562
a24	0.039434936	0.01154941	0.012083745	0.027296877	0.4465502	0.050183732	0.26059073	0.15231039
a31	0.033605844	0.040298015	0.14813726	0.10268952	0.06723966	0.060497284	0.54586405	0.0016683816
a13	0.010115181	0.010567844	0.041272514	0.12508081	0.35904524	0.03984271	0.2839232	0.1301525
a31	0.021299968	0.047600012	0.21518551	0.14153022	0.061783817	0.07095499	0.43555188	0.0060935654
a27	0.0060022166	0.014790096	0.09943297	0.2858987	0.2607169	0.04829771	0.1881838	0.096677676
a31	0.009798876	0.05276345	0.31888938	0.20974605	0.059585493	0.08578625	0.24337338	0.02005717
a35	0.0043391776	0.017475568	0.17792343	0.5154405	0.1368247	0.05292902	0.06462129	0.030446243
</S>	0.004991303	0.046810295	0.37691608	0.26643002	0.07052677	0.087387696	0.116082266	0.030855583
