 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a20	3.922043e-08	0.99887294	0.00055869855	3.9694692e-07	0.00038979214	7.1265345e-07	3.228119e-05	9.282926e-09	5.243136e-06	1.15664974e-07	8.8693386e-10	7.992516e-12	0.00013978743	8.8309725e-13
a31	0.0013620043	0.027137715	0.80123067	0.0025074552	0.032939676	0.0012923193	0.026681377	0.0031847872	0.01666127	0.05914971	0.0028509833	6.689946e-06	0.023249395	0.001745946
a37	0.0005278599	0.0014073526	0.04466743	0.0010586361	0.07194731	0.00026139247	0.015192815	0.0004453657	0.00030245364	0.40071237	0.0027305472	2.1302109e-05	0.450051	0.010674098
a31	0.009849455	0.21286443	0.09055421	0.073490664	0.09624946	0.071349286	0.35759956	0.004715637	0.0009754113	0.0012224334	4.100401e-06	0.0015681633	0.079415955	0.00014132514
a37	0.00043367982	0.0058334963	0.08536707	0.0007929693	0.24222803	0.00030754498	0.021277852	0.0003236498	0.0025205654	0.14150079	0.080279574	0.00027384155	0.4046927	0.014168213
a31	0.015291407	0.045653667	0.094436415	0.05623332	0.08319092	0.038138825	0.63856816	0.0011708109	0.0013482526	0.0003980142	6.7157625e-06	0.0074610165	0.018102083	4.143706e-07
a37	0.00046530942	0.0004994361	0.17881036	0.0045147967	0.14247516	0.0025318363	0.011665221	2.8876102e-06	0.060989417	0.08248995	0.12115165	0.0036292933	0.36880815	0.021966536
a18	0.019096375	0.049726628	0.023477705	0.38870046	0.09636323	0.20841381	0.16858083	0.002295582	0.00019212066	0.0023205725	5.9094993e-05	0.00062350684	0.04014883	1.2713965e-06
a21	0.010816085	0.020436276	0.0049334057	0.447656	0.023108065	0.33529294	0.029213598	0.0025473025	0.0009612268	0.005375505	0.00029093272	0.01780413	0.10140786	0.00015663712
a24	0.021933604	0.0007988233	0.0007390022	0.4102222	0.0013058136	0.53631514	0.011187063	0.00030430223	0.00027467593	0.00039713367	0.000227588	0.0089146	0.0073478254	3.223777e-05
a31	0.02272679	0.0017235309	0.0012209234	0.47860682	0.0032429	0.44524482	0.018556021	0.00047929035	0.00069021527	0.00064422353	0.0008522163	0.02165024	0.0043002763	6.177445e-05
a14	0.014270748	0.0027229874	0.024846425	0.12173339	0.05934631	0.05554603	0.12121007	0.00019089587	0.08686906	0.01419714	0.3647804	0.081597835	0.007764699	0.044923987
a7	0.009112707	0.0025606514	0.007196432	0.2710018	0.024917604	0.26338145	0.03463667	0.0021780008	0.0008678671	0.0069501577	0.00132916	0.00061160367	0.37512854	0.00012729573
a31	0.0060192146	0.0039499565	0.015539659	0.17448515	0.06296386	0.14348668	0.054898806	0.005079921	0.020749845	0.031069133	0.022475176	0.068345085	0.386491	0.0044465647
a46	0.004960778	0.009444936	0.056127407	0.053223867	0.20933096	0.025589336	0.21476187	0.0006186914	0.1332377	0.023111558	0.16583899	0.08331443	0.013992648	0.0064468663
a20	0.0131977415	0.0075063505	0.019228464	0.24369949	0.049874295	0.27723333	0.037260335	0.015589706	0.0013226572	0.024449166	0.0006848512	0.0004132898	0.30932245	0.00021790112
a31	0.0063528437	0.00681943	0.020539647	0.1544655	0.06069469	0.14088897	0.049229477	0.012489739	0.015095335	0.043784454	0.0074101053	0.059050065	0.41712743	0.006052406
a39	0.0022526204	0.016125014	0.041246973	0.055450637	0.19429953	0.033439558	0.19361745	0.0019169259	0.089520305	0.023432666	0.18075216	0.10718933	0.049028773	0.011728058
a8	0.015239263	0.017401645	0.035557944	0.19039322	0.08339065	0.22538948	0.050906688	0.032757975	0.0049453443	0.045837697	0.00078803644	0.0011930077	0.29558346	0.00061559124
a31	0.008823981	0.021469228	0.058016483	0.06312806	0.1150579	0.08571838	0.06979641	0.07579258	0.078053914	0.17744423	0.05682053	0.02644082	0.15416875	0.009268592
a33	0.001865423	0.035126667	0.046098944	0.07150765	0.14873932	0.06463019	0.16566658	0.012967822	0.07861999	0.04911662	0.15830053	0.08451336	0.06853614	0.014310831
a23	0.022137567	0.01941261	0.04490373	0.16439977	0.077895015	0.21333075	0.05261406	0.05429525	0.0052007395	0.054333776	0.00038613117	0.00096829503	0.2893396	0.00078270875
a31	0.0052831084	0.024541935	0.05421322	0.023526803	0.09815955	0.0342511	0.053350154	0.08605443	0.09212126	0.26697302	0.07776055	0.04257363	0.08982809	0.05136313
a11	0.0020123282	0.043119054	0.05104594	0.06992832	0.13250096	0.07290047	0.14475042	0.022902995	0.080359034	0.06887416	0.1219296	0.0745536	0.09210738	0.02301573
a31	0.02020487	0.033898618	0.06495598	0.1316311	0.11851543	0.16609332	0.069728866	0.075515404	0.016739435	0.073896244	0.0006259724	0.0069046565	0.2184216	0.0028684975
a28	0.00047934285	0.013170165	0.014975316	0.011149315	0.035344377	0.0138318855	0.022228884	0.014658767	0.050495237	0.09312964	0.49932483	0.09744236	0.09121791	0.042551994
a31	0.02873154	0.024701715	0.0604262	0.19906925	0.08659724	0.23685665	0.060088158	0.07550264	0.003271712	0.035683025	6.468699e-05	0.000681859	0.1871313	0.00119408
a35	0.00031717712	0.010945859	0.014178699	0.007623184	0.030950116	0.009355204	0.016914245	0.015611952	0.06048497	0.1471066	0.41945934	0.10005552	0.09209186	0.07490528
a31	0.026189273	0.02065237	0.053958345	0.237057	0.074943386	0.25112873	0.053227164	0.06344343	0.0013662463	0.025117377	2.9139275e-05	0.000357215	0.19147184	0.0010584929
a14	0.00035783995	0.012557017	0.016617494	0.0064777755	0.035552144	0.008218885	0.016811403	0.020675436	0.07135061	0.18015593	0.41514933	0.077452876	0.07287168	0.06575155
a21	0.023409663	0.02102724	0.04818783	0.24360012	0.06877335	0.25314948	0.052170407	0.053110473	0.0012936417	0.02436676	4.270274e-05	0.00042808164	0.20899232	0.0014478335
a37	0.012095763	0.033555143	0.10103888	0.039433617	0.13115214	0.050706297	0.086906016	0.12969826	0.065903485	0.21013564	0.02666228	0.013070066	0.035340454	0.064301886
a14	0.020073358	0.021252703	0.04642194	0.26015714	0.051529612	0.19137204	0.040917754	0.048401922	0.00049854885	0.014780456	1.6471933e-05	0.0004603117	0.3014372	0.0026806123
a31	0.012851701	0.025651548	0.07083135	0.052976046	0.10417255	0.05825775	0.051358048	0.109720305	0.0086300615	0.20499502	0.004133063	0.0080562355	0.2364894	0.051876828
a17	0.000662574	0.010734278	0.015308661	0.024943404	0.034810733	0.026092967	0.03725529	0.009372743	0.03540856	0.050519742	0.41244084	0.12389278	0.124525025	0.094032355
a18	0.024881441	0.03421556	0.060864836	0.12945074	0.078775674	0.14037284	0.05645582	0.07553058	0.0039957827	0.052282423	9.1575e-05	0.0027390686	0.33823225	0.0021114359
a31	0.013242805	0.03850012	0.0916597	0.038956944	0.11233052	0.03647122	0.05181746	0.15223832	0.0056202724	0.18738799	0.0017747778	0.006556766	0.20770866	0.055734463
a21	0.00078876584	0.015157302	0.01907216	0.026502844	0.039620906	0.029687433	0.04033167	0.014061494	0.040203836	0.063342564	0.39969185	0.10350808	0.116367	0.09166404
a31	0.026612747	0.041035533	0.07290881	0.11145805	0.08940127	0.114263065	0.060901966	0.09448971	0.0035285081	0.05967171	8.100513e-05	0.00224273	0.32107082	0.002334184
a21	0.00060117606	0.018182026	0.019158585	0.009820254	0.033841062	0.013367175	0.02300271	0.02432294	0.053018693	0.14034788	0.38254172	0.0906441	0.0961707	0.094981
a31	0.028662302	0.040903132	0.07562633	0.1278592	0.09226783	0.13068569	0.06350069	0.097386174	0.0029023294	0.053453006	6.181434e-05	0.0014308569	0.28298405	0.0022766027
a11	0.0007119188	0.02387745	0.024887055	0.008428137	0.042194653	0.011694612	0.025480127	0.03473855	0.06824881	0.18867049	0.3130223	0.078900404	0.086920194	0.09222523
