 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
a31	7.591183e-09	6.4996094e-08	5.1454213e-06	0.06293895	0.005697976	0.004481939	0.54660046	0.071735315	0.3085402	2.6552616e-10
a28	1.0868744e-05	0.00013755144	0.006305611	0.20154926	0.010510987	0.10088545	0.6426785	0.026964664	0.010764676	0.00019250745
a24	0.061623253	0.024007311	0.039308246	0.22638883	0.090838194	0.08629236	0.022785313	0.09719754	0.35148424	7.4727795e-05
a28	0.006462789	0.00068350806	0.0013288779	0.012834161	0.002986023	0.011897764	0.0060386662	0.062007844	0.895675	8.5457665e-05
a31	0.04379501	0.020265767	0.011588555	0.4369153	0.034538068	0.037747737	0.07444678	0.039338656	0.29506978	0.0062943557
a20	0.0031383708	0.034237146	0.02976472	0.4598787	0.12094515	0.21919152	0.0960233	0.023429634	0.012088582	0.0013030149
a31	0.058331773	0.10830388	0.015530723	0.32582903	0.071282685	0.032161858	0.20677964	0.052607536	0.12903002	0.00014284677
a13	0.00018718487	0.00038933507	0.0012717723	0.11109355	0.024862045	0.063199304	0.7290923	0.018585399	0.048085	0.0032341857
a31	0.045066483	0.022708116	0.01747997	0.07819291	0.037393793	0.045534898	0.091148	0.3934855	0.26895875	3.1612894e-05
a41	0.0007303629	0.0009407901	0.0024711252	0.12523985	0.029173812	0.08386339	0.63832587	0.021778613	0.0672496	0.030226624
a33	0.026735589	0.011919093	0.011881713	0.02669718	0.019622298	0.036094595	0.044593185	0.36793584	0.4544326	8.799203e-05
a8	0.069601	0.020529026	0.027450057	0.017864969	0.032652114	0.08365907	0.0309077	0.4740574	0.24318634	9.2300244e-05
a24	0.03108096	0.033268116	0.029985378	0.051629007	0.06363834	0.14365461	0.12800841	0.25412038	0.26301616	0.001598676
a37	0.03336558	0.032957345	0.027633138	0.077878185	0.061024092	0.12325103	0.21697856	0.23686296	0.18782465	0.0022245126
a5	0.09225893	0.046341058	0.04341947	0.06282169	0.069981456	0.1663928	0.1389773	0.20394759	0.17097795	0.0048817955
a31	0.077546544	0.055343885	0.041663136	0.058491092	0.07420006	0.1430775	0.17059611	0.25228375	0.12293704	0.00386097
a20	0.018940745	0.029834626	0.026437555	0.15782636	0.07340647	0.0916943	0.14516835	0.05185315	0.114355385	0.29048315
a31	0.06574832	0.024265716	0.027769223	0.017942598	0.030972848	0.07247661	0.03137389	0.3210377	0.40697107	0.0014420926
a8	0.040374134	0.0371491	0.04523979	0.10046831	0.05433958	0.045000542	0.04857455	0.07390088	0.35588542	0.19906765
a31	0.18118489	0.061046768	0.07667243	0.041251145	0.06794289	0.091600634	0.025694141	0.11787073	0.33033034	0.0064061075
a20	0.09732498	0.078922525	0.110739656	0.15995748	0.08223155	0.03131953	0.025338825	0.065197624	0.28647348	0.06249429
a24	0.2443861	0.09182668	0.12292633	0.0739677	0.10068284	0.08823919	0.02404271	0.05095837	0.18957658	0.013393578
a31	0.08700188	0.13409021	0.2537935	0.05497081	0.17706737	0.11342054	0.019847402	0.06787251	0.08534282	0.0065929196
a37	0.10128888	0.07243932	0.11636301	0.1452849	0.06953188	0.027401462	0.021698236	0.051372766	0.29880574	0.09581384
</S>	0.19570306	0.11602063	0.14991564	0.09728568	0.123406075	0.07746712	0.023490582	0.03665599	0.16472487	0.015330322
