 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	7.343107e-08	1.5657795e-07	1.632787e-07	0.0040055835	0.004277521	0.10825181	0.8832204	8.906479e-10	0.00021876283	2.549002e-05	3.5752699e-09	1.5791875e-11
a18	0.00011282498	0.0023304045	0.0036326519	0.007306595	0.7418986	0.12202537	0.088659264	8.737762e-06	0.025074515	0.008842034	5.0304174e-05	5.8697624e-05
a31	0.09808181	0.3848197	0.10708046	0.005388178	0.103802815	0.11474912	0.14765918	0.006648729	0.016916143	0.014224275	0.000599458	3.0249494e-05
a20	0.00029223767	0.0001923496	0.0010661632	0.017913248	0.16278629	0.09378609	0.70824796	5.419641e-07	0.005080902	0.01047515	0.00015858532	4.2837334e-07
a15	0.5897881	0.037076995	0.021804208	0.0064844214	0.014607738	0.048075743	0.22198601	0.0013701669	0.0318342	0.026162354	0.0008092481	8.343242e-07
a31	0.021794485	0.080971524	0.08210556	0.012921786	0.025037264	0.055642627	0.59880793	0.0018240259	0.031144014	0.060341436	0.028117388	0.0012918896
a20	0.5721276	0.00052280654	0.0039066495	0.0028657466	0.087832786	0.039297964	0.1941099	0.00010448346	0.03748817	0.018333834	0.022216173	0.02119391
a11	0.43500984	0.050617702	0.0678862	0.013050248	0.01930703	0.05410034	0.30561227	0.009733177	0.021430789	0.021283835	0.001352432	0.0006161775
a0	0.24883689	0.07193245	0.16025712	0.017786564	0.051257383	0.03541108	0.22048219	0.024866916	0.047013354	0.037744235	0.04129087	0.04312088
a41	0.41174716	0.045163244	0.137802	0.02017832	0.064356096	0.03166144	0.1695611	0.02039916	0.047650162	0.027593944	0.009527867	0.014359498
a20	0.5229892	0.025355527	0.11915442	0.011689845	0.046234418	0.021969438	0.15609914	0.011325964	0.03515904	0.018320864	0.011269762	0.020432351
a31	0.34660342	0.03564617	0.1320845	0.013882308	0.056798127	0.030873714	0.22258581	0.013790961	0.040626973	0.023670299	0.029692978	0.05374476
a30	0.11239757	0.00064015633	0.010657375	0.0014745314	0.022049671	0.06563853	0.72040886	0.0004630761	0.013208617	0.008162554	0.003943752	0.04095531
a31	0.13305098	0.13155301	0.20832188	0.024443962	0.048137285	0.05303725	0.26006377	0.027777448	0.038525045	0.04769671	0.020605195	0.0067875306
a20	0.020246932	0.0029534835	0.008303941	0.003538724	0.020401118	0.06759085	0.7159602	0.002060721	0.014516128	0.016255893	0.04820915	0.07996288
a31	0.08555144	0.22369602	0.26198304	0.03938452	0.050508965	0.042090323	0.106804594	0.053924173	0.044109195	0.067120135	0.019596342	0.0052313143
a37	0.008035786	0.010022087	0.01366629	0.008239533	0.03139293	0.06407475	0.5263792	0.0082584405	0.02240587	0.027171023	0.13696195	0.14339216
a35	0.03833711	0.25528064	0.25063807	0.05228768	0.049910653	0.044170436	0.07817847	0.07690866	0.047182534	0.086782396	0.016199801	0.0041235206
a11	0.005016689	0.1818691	0.13238996	0.066358685	0.050560776	0.04167076	0.0501371	0.14921798	0.056896098	0.14082313	0.09292173	0.032137997
a46	0.01728506	0.26501504	0.17294905	0.059805058	0.07306373	0.06021705	0.1051407	0.07302968	0.062436935	0.073357664	0.02450674	0.01319329
a31	0.0070173447	0.2276989	0.15024593	0.050081186	0.04662515	0.03976354	0.054641936	0.085320055	0.046514284	0.094288066	0.15902647	0.038777128
a46	0.0031961715	0.008522857	0.00525301	0.015147404	0.029988138	0.026736462	0.06582456	0.023967652	0.018962843	0.03037639	0.31486395	0.4571605
a18	0.011720212	0.32639363	0.1902638	0.063479185	0.054832075	0.051753383	0.061495584	0.0835047	0.051737223	0.082202755	0.017198147	0.0054193186
a31	0.00084418844	0.107080154	0.051220052	0.033463173	0.027938496	0.024072044	0.02443774	0.08716598	0.032075968	0.08647657	0.42012978	0.10509582
a1	0.002749407	0.015290169	0.0065059857	0.03328182	0.0510743	0.04594484	0.07349022	0.050819222	0.030425908	0.05606385	0.34761664	0.28673765
a20	0.007755562	0.32715458	0.18171835	0.06800887	0.05496561	0.053325355	0.057820484	0.088295884	0.05217968	0.08638879	0.017242087	0.0051447735
a31	0.00048495884	0.088828765	0.030355657	0.03094057	0.025477914	0.021189254	0.017911982	0.09571327	0.028694738	0.08480725	0.46253547	0.113060124
a27	0.0021009143	0.01885583	0.0061906087	0.048349123	0.06211776	0.056315668	0.063286394	0.0756296	0.035265945	0.0755994	0.36968002	0.18660878
a31	0.004522544	0.31686047	0.15488364	0.0736897	0.060311113	0.0600328	0.06314762	0.092152946	0.055927802	0.08895519	0.022138124	0.0073780715
a46	0.00028868954	0.006745641	0.0013609303	0.0144689195	0.015428348	0.013388568	0.009135821	0.03567165	0.009554743	0.032275394	0.6986777	0.1630035
</S>	0.0046848226	0.3280952	0.16164626	0.07804355	0.062038902	0.06327231	0.06456742	0.089123406	0.055706356	0.07708903	0.01067462	0.005058098
