 	non	so	cosa	stai	scrivendo	</S>
a31	0.0041663935	0.02244937	0.9430577	0.0002319458	0.030082962	1.1712753e-05
a21	2.162377e-05	0.010512185	0.12942441	0.79146725	0.06847799	9.654028e-05
a31	0.0004494108	0.05835228	0.08407149	0.13828887	0.7187756	6.239371e-05
a10	9.383471e-05	0.002401133	0.0941409	0.067953385	0.8354098	8.601604e-07
a7	0.0054165884	0.0113160005	0.0188129	0.0206053	0.9437891	6.0125647e-05
a41	0.16414595	0.038376287	0.14648516	0.033093642	0.6178342	6.482384e-05
a31	0.5002812	0.10130569	0.20322776	0.020098025	0.17502636	6.0985585e-05
a8	0.009928434	0.0039918288	0.020848265	0.45397592	0.47087887	0.0403767
a31	0.060673397	0.12755635	0.19150002	0.03487008	0.58494705	0.00045312877
a8	0.0043001026	0.00913892	0.02230989	0.36676577	0.49354625	0.103939086
a23	0.013882719	0.05218459	0.07523618	0.04113453	0.81197655	0.0055854036
a8	0.003669939	0.041712955	0.052081343	0.041078895	0.8510954	0.01036147
a31	0.0061809937	0.0940865	0.093486235	0.041494373	0.7553886	0.009363258
a21	0.0041695656	0.055275466	0.028712053	0.30433223	0.31306195	0.29444873
a31	0.0061630094	0.073598534	0.06492242	0.087018445	0.685243	0.083054624
a24	0.0060032103	0.12662126	0.056411028	0.22782478	0.24432755	0.3388122
a21	0.0117195835	0.03590545	0.024152711	0.12659368	0.5739335	0.22769506
a31	0.006496452	0.15497059	0.07553493	0.17710434	0.27451077	0.3113829
a17	0.0059476113	0.105300486	0.040943347	0.18338247	0.17307939	0.49134666
a20	0.00550474	0.078362875	0.02705972	0.14836094	0.11820393	0.6225078
a0	0.004882381	0.1325564	0.064195655	0.14982523	0.17807713	0.4704632
a31	0.0070321867	0.2582554	0.15767366	0.15695821	0.23101078	0.18906985
a8	0.006099315	0.1168221	0.05005653	0.17897096	0.106787406	0.5412637
a37	0.0058202343	0.11370145	0.050840907	0.13814707	0.13617876	0.5553116
</S>	0.006775907	0.270968	0.1523351	0.166417	0.16561311	0.23789093
