 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.00932749	0.2114429	0.086971045	0.0006280257	0.00507346	0.3415897	0.3444418	0.000525581	2.2324378e-09
a18	0.18216707	0.10558718	0.11306663	0.002315726	0.41338754	0.11145355	0.04970856	0.021605585	0.0007081544
a24	0.0147821475	0.0225626	0.31911248	0.003287082	0.019972367	0.457292	0.0054777544	0.1575088	4.816876e-06
a31	0.011778571	0.15918702	0.5713589	0.029568262	0.052226607	0.13079204	0.004518802	0.040567458	2.2490824e-06
a37	0.58237505	0.041145854	0.025311396	0.0011925424	0.04035368	0.03536053	0.21366554	0.06057233	2.2975535e-05
a0	0.4172181	0.046213094	0.17693777	0.015078992	0.036490034	0.17304246	0.023079896	0.11193572	3.973512e-06
a28	0.24657014	0.09904625	0.13679512	0.073271096	0.079315476	0.1715956	0.067189954	0.12615277	6.35568e-05
a18	0.26348442	0.04360482	0.27022848	0.03160837	0.043043744	0.246707	0.024340494	0.076792575	0.00019007442
a31	0.11099545	0.041333452	0.34261653	0.032751676	0.054948237	0.32851452	0.034358397	0.053966638	0.0005151302
a37	0.44901183	0.0102917785	0.074717894	0.0034512333	0.070914075	0.12732251	0.1764323	0.038263272	0.04959523
a20	0.03281674	0.03683313	0.062987186	0.0769361	0.0305017	0.1003536	0.026576351	0.63207096	0.0009242522
a31	0.03711716	0.04876377	0.0674182	0.111420296	0.05261727	0.10941487	0.053017396	0.51247483	0.0077562323
a24	0.20843658	0.018409776	0.10923733	0.008722466	0.106637515	0.190239	0.22569281	0.076114774	0.056509767
a31	0.043523025	0.097111344	0.07879136	0.16619958	0.068601415	0.089968264	0.059615638	0.3937641	0.0024252278
a20	0.07107198	0.02170322	0.06302252	0.035499115	0.08722149	0.13352741	0.13902591	0.26462197	0.18430644
a31	0.0414884	0.10193987	0.07630778	0.18838067	0.064823404	0.08042843	0.04902923	0.39494014	0.0026620019
a18	0.04552546	0.034541626	0.051834136	0.08863783	0.10900775	0.10078325	0.11659003	0.28070363	0.17237628
a41	0.048155323	0.14182487	0.08565566	0.23619264	0.08536525	0.07358316	0.056111	0.27060744	0.0025046435
a35	0.04755744	0.15861279	0.08394385	0.24162121	0.15028137	0.07901988	0.10189636	0.12660623	0.010460884
a24	0.05980042	0.112222984	0.06565168	0.2952278	0.08068977	0.05812263	0.05505507	0.26475862	0.008471025
a28	0.074645504	0.08219781	0.041674405	0.17730094	0.07463065	0.074645594	0.08491939	0.33786553	0.052120127
a31	0.07065451	0.08171955	0.045355454	0.23647982	0.1007456	0.04958293	0.08258852	0.18002944	0.15284413
a11	0.1192507	0.05059744	0.052219607	0.076395154	0.16727282	0.074607566	0.089642346	0.06279526	0.30721915
a31	0.06758049	0.1264662	0.053953934	0.33684054	0.092682175	0.044762257	0.069390774	0.18914048	0.01918316
a20	0.04200275	0.047153965	0.01834983	0.1469529	0.15658842	0.021481914	0.05866351	0.039484598	0.46932206
</S>	0.066466	0.15079005	0.053612255	0.38282192	0.09179482	0.038117	0.057849105	0.14959922	0.008949649
