 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.037566144	0.016417166	0.00885029	0.09896546	0.8282581	0.009942776	1.0589721e-08
a20	0.0010139155	0.00035148402	0.015752655	0.006696943	0.7667284	0.20891878	0.00053784845
a31	0.0375706	0.0009769889	0.239956	0.112024516	0.13513792	0.4737187	0.00061520626
a37	0.0067297923	0.0024294674	0.025902422	0.102551445	0.37639078	0.4859927	3.3952658e-06
a31	0.39743623	0.06199879	0.2182634	0.2066982	0.017060544	0.09827063	0.0002722006
a30	0.0392646	0.1140956	0.0076855356	0.0155600775	0.111225195	0.71212506	4.395114e-05
a13	0.05802579	0.87849975	0.017912555	0.042838223	0.0011735468	0.0015390626	1.1111415e-05
a20	0.10768716	0.49438295	0.14335231	0.22359961	0.015677052	0.015244547	5.6292658e-05
a41	0.06841048	0.28921053	0.1282213	0.44007522	0.024833642	0.04879747	0.0004514723
a33	0.04501569	0.24869873	0.100128785	0.5262796	0.029609079	0.049488287	0.0007798798
a31	0.038080122	0.17255367	0.112069525	0.36520094	0.057467982	0.2528742	0.0017536139
a41	0.001603136	0.5816155	0.0399987	0.171072	0.051993966	0.09026444	0.063452214
a0	0.06182187	0.04093147	0.19440167	0.21176773	0.16766532	0.31553143	0.007880516
a31	0.036116544	0.030094156	0.16587333	0.06329234	0.3028788	0.3266584	0.075086445
a24	0.008456308	0.26068363	0.045331106	0.31548285	0.14477973	0.07200103	0.15326531
a31	0.0449925	0.0047160042	0.16688351	0.052716564	0.20978537	0.4811492	0.039756827
a20	0.008182756	0.06745658	0.027052244	0.104378626	0.085422866	0.07477391	0.63273305
</S>	0.05240981	0.0030672755	0.15399018	0.031365525	0.18956308	0.5441368	0.025467288
