 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.0034480619	7.41687e-06	0.00046854455	0.031777594	0.9642968	1.645105e-06	2.4308857e-08
a24	0.016022533	0.0025445356	0.18090533	0.64502764	0.15547465	2.1411919e-05	3.956118e-06
a31	0.12571386	0.04039474	0.51270854	0.047794867	0.27042177	0.0029624477	3.7041752e-06
a0	0.106108524	0.031850267	0.41086122	0.13416764	0.31577185	0.0012404242	3.353583e-08
a31	0.45307183	0.23606779	0.21709009	0.0077041266	0.080763586	0.00530155	1.1282124e-06
a17	0.64510375	0.07993795	0.10446072	0.022900883	0.110667996	0.036928438	2.2972263e-07
a13	0.37135386	0.45343146	0.06624946	0.007184759	0.05369781	0.047402814	0.0006797979
a31	0.10412284	0.24491295	0.09197034	0.03563201	0.19236632	0.33027086	0.0007246603
a20	0.012713308	0.022832913	0.07232141	0.06948634	0.43792737	0.19155446	0.1931642
a31	0.16264555	0.19946368	0.07838609	0.036693264	0.1472824	0.35726357	0.018265454
a23	0.0052026305	0.009669013	0.038901195	0.06554635	0.17254505	0.3889473	0.31918848
a8	0.08172266	0.07729346	0.06717692	0.045660228	0.11551696	0.51007193	0.10255789
a20	0.028367039	0.018398196	0.06172105	0.05737011	0.09041407	0.72835183	0.015377744
a31	0.027074546	0.018102292	0.060046367	0.05723177	0.094809756	0.717672	0.025063302
</S>	0.0010560474	0.0016772997	0.007084553	0.04573473	0.01532601	0.33042163	0.5986997
