 	non	ho	dove	d	andare	</S>
a20	0.00012714321	0.0013260263	0.9981281	1.9855266e-05	0.0003988611	1.8262966e-08
a31	0.018795108	0.122098684	0.31841356	8.525313e-05	0.51034814	0.030259253
a37	0.00026735297	0.001264264	0.004847972	2.282516e-06	0.9279935	0.06562463
a31	0.11549984	0.10094198	0.10866007	0.0046654586	0.66865116	0.0015815413
a29	0.0023713883	0.006613807	0.014110281	5.7063342e-05	0.97546595	0.0013816108
a41	0.6639483	0.1532935	0.004027411	0.06865498	0.11006928	6.5450954e-06
a31	0.46623737	0.32325947	0.034879524	0.011055335	0.16428523	0.00028312305
a18	0.5745039	0.18208	0.03817951	0.0099379225	0.19412865	0.0011700953
a31	0.06299204	0.078225724	0.05687871	0.066227	0.7089875	0.026689047
a39	0.09889091	0.15249304	0.073350824	0.08812006	0.5561314	0.031013742
a31	0.00945162	0.040119104	0.08072039	0.24159898	0.55155957	0.07655029
a8	0.003047235	0.008316572	0.01023925	0.19300374	0.5282812	0.25711197
a31	0.014436506	0.0646431	0.08385359	0.5404369	0.28131622	0.015313654
a8	0.0010831023	0.0017866467	0.002447915	0.34495622	0.4902624	0.15946372
</S>	0.010121703	0.048119754	0.04228144	0.49960786	0.36983514	0.030034058
