 	la	pasta	vuole	sale	</S>
a8	0.13268039	0.18361254	0.6393606	0.04434652	1.7324414e-08
a31	0.006464443	0.09324689	0.16044918	0.017492406	0.7223471
a28	0.0026101538	0.014818459	0.9691778	0.00024272448	0.013150839
a20	0.74123347	0.24549381	0.009090741	0.002579445	0.0016024954
a31	0.19110413	0.21230634	0.15889096	0.43371892	0.0039796317
a11	0.8047843	0.12040313	0.03288954	0.04156963	0.00035332653
a18	0.031555556	0.008979873	0.24844986	0.6781846	0.032830037
a15	0.008173741	0.00505054	0.103729285	0.80583125	0.07721518
a31	0.02016727	0.028404413	0.56676966	0.28923085	0.09542782
a20	0.0021479528	0.006878462	0.04357836	0.4080679	0.53932726
a6	0.25471184	0.21078438	0.4023767	0.024141623	0.107985444
a20	0.014896343	0.022180377	0.061564937	0.070164666	0.8311937
a21	0.028714662	0.08627978	0.39800045	0.39530432	0.091700725
a20	0.0027801928	0.00850277	0.044359796	0.18889703	0.75546026
a0	0.0078036063	0.04022418	0.22022957	0.604986	0.12675664
a31	0.002360479	0.0064265765	0.032999486	0.15668207	0.8015314
a39	0.0011392196	0.0024580688	0.0071593467	0.32265067	0.6665927
a31	0.073587224	0.10892237	0.29211664	0.17826164	0.3471121
a35	0.00022701165	0.0014884984	0.006113923	0.14173934	0.85043126
</S>	0.11532328	0.19353542	0.3742415	0.10739775	0.20950204
