 	stava	ancora	cucinando	</S>
a8	0.050857514	0.8640566	0.08508557	3.495231e-07
a46	0.43541062	0.10918691	0.43125534	0.024147172
a24	0.8969205	0.04423091	0.05880261	4.6023117e-05
a37	0.92378837	0.0160883	0.05920788	0.0009155168
a20	0.87471336	0.028414201	0.09666067	0.00021166114
a31	0.9552612	0.006480523	0.03825077	7.496704e-06
a37	0.9853499	0.0046966807	0.009793923	0.00015948234
a31	0.9493206	0.005259763	0.041072253	0.0043472946
a20	0.7164176	0.009307853	0.09211112	0.18216334
a31	0.22057334	0.16111194	0.57807636	0.040238347
a6	0.061885897	0.014338366	0.27691653	0.6468592
a31	0.09687183	0.31651768	0.5763613	0.010249188
a20	0.014959359	0.008379768	0.24731624	0.72934467
a46	0.09826837	0.39388117	0.5011675	0.006682978
a31	0.025343368	0.10386339	0.71774435	0.15304883
</S>	0.024298605	0.0051091965	0.04311986	0.92747235
