 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.000911863	0.00047831176	0.16773336	0.8308449	1.316527e-05	1.8385615e-05	7.3559216e-09	7.000418e-09
a31	0.70748556	0.027639568	0.012702227	0.014930624	0.0072090877	0.120630816	0.085718125	0.023684025
a14	0.010611547	0.005784444	0.09411361	0.04632191	0.015494123	0.63523936	0.009458266	0.18297675
a37	0.014156849	0.633428	0.23360497	0.06926535	0.012911692	0.035746243	8.890899e-05	0.00079805695
a10	0.035023037	0.588544	0.029361617	0.024442606	0.012493821	0.010378239	0.299395	0.0003616281
a31	0.24529214	0.26265407	0.15858516	0.21821624	0.033175696	0.06212209	0.019796696	0.00015790475
a28	0.35105348	0.024987217	0.079347245	0.14876524	0.026382223	0.3517866	0.016785776	0.0008922697
a31	0.43400872	0.0046362146	0.1144785	0.20189121	0.06670227	0.16613099	0.0056799375	0.0064721154
a42	0.46599463	0.01560997	0.09291321	0.17135033	0.034409344	0.2115664	0.0063505187	0.0018056625
a23	0.27168098	0.006367464	0.069284216	0.20430025	0.15816803	0.25464928	0.014603729	0.020946037
a8	0.11469812	0.0137331085	0.16340199	0.29785728	0.32586446	0.078445666	0.002072105	0.0039272117
</S>	0.05628678	0.009365093	0.10173178	0.26271048	0.44827238	0.11117392	0.003839119	0.0066204695
