 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.036739614	0.018413723	0.017041234	1.8920811e-05	0.9274578	0.00024949416	7.9270896e-05	2.1939702e-08
a31	0.034354556	0.00069364265	0.7429489	0.0028201486	0.20927605	0.0018806926	0.0022121817	0.005813817
a8	0.0352969	0.00054015475	0.24158645	2.488571e-05	0.30264026	0.0024734202	0.40226814	0.015169769
a31	0.6140526	0.035904314	0.181714	0.045997735	0.090108424	0.016397072	0.015752247	7.367239e-05
a17	0.2960059	0.016000463	0.25141758	2.1974287e-05	0.13930348	7.9196776e-05	0.29618946	0.0009819078
a18	0.46238086	0.24932171	0.077814244	0.028648375	0.15773006	0.022039054	0.0020069235	5.8816222e-05
a31	0.16843008	0.67500335	0.069773324	0.008690012	0.044524204	0.006391748	0.027148558	3.8805152e-05
a17	0.39072955	0.4391331	0.09168831	0.00049291266	0.037706777	0.0006557838	0.038419414	0.0011741358
a30	0.007875567	0.9543912	0.007342712	0.008618267	0.009868071	0.0024066505	0.009127453	0.00037003783
a17	0.04385839	0.56047827	0.07016459	0.01995282	0.11983205	0.01927703	0.15858245	0.007854356
a39	0.036828667	0.5397852	0.06926239	0.021748802	0.11398597	0.04046655	0.1694824	0.008440025
a17	0.027974771	0.54619503	0.07373425	0.020854287	0.095992655	0.028859159	0.19476256	0.011627239
a31	0.019450001	0.3703366	0.07807315	0.022034468	0.10151602	0.04268317	0.3328621	0.033044502
a17	0.018930152	0.22136937	0.36227956	0.09870305	0.15131094	0.015063843	0.05493331	0.07740973
a20	0.042652942	0.43375862	0.07161222	0.055318687	0.16480653	0.1395563	0.08407992	0.00821477
a27	0.028220085	0.3025175	0.09505231	0.06391351	0.16485767	0.1848833	0.13452189	0.026033748
a20	0.04268412	0.4188916	0.06045923	0.042762395	0.1179793	0.13924985	0.16263217	0.015341339
a31	0.009647602	0.17647992	0.04704405	0.03223703	0.052059803	0.13995989	0.3039682	0.23860347
a18	0.008146393	0.46172518	0.18786688	0.0929071	0.05731298	0.027218245	0.049771935	0.1150513
a31	0.043905746	0.13847435	0.08644435	0.16787887	0.17926261	0.31794822	0.047580566	0.018505294
a13	0.0010253994	0.047514822	0.024537794	0.038015407	0.005883681	0.059292622	0.13727602	0.68645424
a20	0.07735604	0.1555654	0.09420048	0.10137373	0.21894048	0.3249418	0.020409437	0.0072125494
a31	0.009185293	0.024184495	0.05936463	0.066737495	0.06258317	0.47872713	0.05645101	0.24276686
a28	0.003342174	0.14265192	0.10110912	0.099198766	0.018715318	0.097692765	0.05709638	0.48019361
a31	0.04078937	0.03791258	0.11105508	0.15046866	0.18175288	0.44726557	0.01281797	0.01793792
a8	0.0006688901	0.009239516	0.016753163	0.02196716	0.0031246298	0.10250658	0.115947425	0.7297926
a17	0.071887895	0.044098515	0.12843047	0.15514636	0.23045473	0.35624763	0.005770953	0.007963438
a8	0.004305551	0.0038970816	0.04443368	0.054537836	0.025850372	0.43889427	0.022697035	0.4053842
a23	0.037132643	0.07262504	0.17137863	0.17774943	0.14873664	0.3447069	0.01805484	0.029615894
a8	0.0029605469	0.0040645497	0.037980504	0.043133978	0.019152213	0.40307888	0.043210916	0.44641834
a20	0.020860052	0.04486585	0.15004721	0.15743613	0.103646524	0.40735513	0.03885268	0.07693645
a31	0.0034952306	0.0074478	0.050263807	0.058597647	0.022624858	0.27276742	0.06128449	0.52351874
a39	0.00040583735	0.012093375	0.011317825	0.016525393	0.0011879373	0.03427455	0.029055076	0.89513993
a18	0.02873228	0.034385297	0.17469169	0.20040467	0.1267909	0.37836978	0.017391818	0.039233483
a37	0.003349281	0.0041533876	0.037882358	0.05299287	0.023958053	0.41305628	0.035804745	0.42880306
a31	0.0038711305	0.014246094	0.054295886	0.06626497	0.025088653	0.24216811	0.05418325	0.5398819
a8	0.00028734063	0.00992537	0.007593972	0.011083929	0.0007742616	0.02285329	0.022341808	0.9251401
a23	0.028325891	0.02448045	0.1698197	0.20290676	0.1262894	0.40331677	0.013466494	0.03139453
a37	0.0017156241	0.0024233111	0.032610103	0.04387621	0.008790678	0.3571655	0.0381373	0.5152813
a8	0.011175837	0.03469441	0.1610134	0.20704071	0.06417356	0.2921572	0.0216096	0.20813525
</S>	0.0012168221	0.0027844384	0.022608116	0.02973737	0.0064143725	0.21002537	0.05143654	0.675777
