 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.959426	0.037936598	1.697057e-05	0.00038933533	0.0017082229	0.00052265136	1.9829011e-07
a46	0.7179214	0.029263867	0.0035206894	0.00038572366	0.04234609	0.031640653	0.1749216
a31	0.14123538	0.005581369	0.0009428581	0.010173816	0.022660969	0.8092032	0.010202454
a17	0.024565889	0.008847381	2.0546473e-05	2.842821e-05	5.9726335e-06	0.0014403358	0.96509147
a37	0.56234545	0.28295347	0.004886089	0.008273825	0.012836957	0.11891361	0.009790577
a31	0.16089112	0.0041404907	0.0035701278	0.0061704665	0.041330524	0.7813334	0.0025638305
a39	0.89531344	0.021203054	0.0020274636	0.0017122222	0.016453166	0.057348244	0.0059424983
a31	0.056759715	0.0023169315	0.002824399	0.0040091155	0.024705889	0.9014809	0.007903046
a37	0.35319212	0.018719647	0.010811664	0.005270731	0.10757369	0.47198436	0.032447763
a31	0.039506096	0.011372201	0.02931164	0.045058727	0.06697414	0.7087641	0.099013105
a46	0.047672708	0.010117609	0.025320673	0.022447955	0.093642265	0.6771795	0.12361923
a31	0.040132314	0.04370283	0.21228206	0.23076653	0.23337865	0.21466602	0.025071625
a46	0.0014220369	0.0015309091	0.034730237	0.051821906	0.116679296	0.4040481	0.38976756
</S>	0.03547304	0.036565	0.25040317	0.24314572	0.29066867	0.13831931	0.0054251435
