 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.026139302	1.3402178e-05	0.00025918818	0.020684274	1.8060506e-05	3.1343413e-06	0.9289401	0.023942478	3.584574e-09
a8	0.0034053589	0.0050526075	2.1645188e-05	0.019130316	0.20526557	0.0011758279	0.3422832	0.4235434	0.000122056874
a31	0.2728425	0.05589063	0.004865325	0.105126366	0.29232448	0.0006917185	0.15794978	0.110305585	3.677827e-06
a29	0.0031644101	0.0017243997	0.00017947241	0.00042970027	0.008932428	0.0004346274	0.29214603	0.69298846	4.014681e-07
a11	0.8378701	0.025462419	0.04848991	0.01946226	0.04367833	0.0145906275	0.007676448	0.0027697796	5.206555e-08
a31	0.38536265	0.08238312	0.012824661	0.008364927	0.13227552	0.30058736	0.0651204	0.013041968	3.9371946e-05
a17	0.40583757	0.0012747697	0.0013235675	0.0012621497	0.072711155	0.50426877	0.004871992	0.008027212	0.00042287202
a21	0.02252604	0.0024333831	0.018415237	0.0019474344	0.003854692	0.9242527	0.015896808	0.010653555	2.0099116e-05
a24	0.031171946	0.0033557238	0.034082245	0.0050089722	0.014939775	0.81317604	0.060118716	0.03746286	0.00068367505
a31	0.059587	0.01327447	0.061950926	0.020205026	0.040574417	0.56420666	0.15495166	0.08345876	0.0017910805
a18	0.026861187	0.012088223	0.00657973	0.050872855	0.025386445	0.48598295	0.07278799	0.10066545	0.2187752
a31	0.036216725	0.024861023	0.029140383	0.011497714	0.018374149	0.45487246	0.26489887	0.15855339	0.0015851969
a8	0.006869816	0.026002495	0.0029215747	0.051733173	0.015303012	0.22510669	0.12777802	0.31426534	0.23001987
a31	0.03385793	0.06970289	0.012284285	0.03026664	0.03601161	0.21287517	0.27435657	0.325191	0.0054539954
a11	0.007056803	0.108344436	0.0032691017	0.16412486	0.0279493	0.16219348	0.08932209	0.33941743	0.09832249
a31	0.030339452	0.11736216	0.008691591	0.052015945	0.037140757	0.1201727	0.25026852	0.37369278	0.010316153
a8	0.003973553	0.12630604	0.001869105	0.13041934	0.020597847	0.07490314	0.0563308	0.47848678	0.10711339
a24	0.020910677	0.08836935	0.0054678917	0.07332117	0.05028543	0.09108972	0.1545808	0.48404393	0.031931058
a31	0.02423052	0.18313853	0.0062133316	0.08577048	0.04096021	0.043787256	0.20487909	0.39439803	0.016622609
a37	0.0042413273	0.119832195	0.0020840273	0.1252136	0.025086563	0.060754012	0.051801264	0.47363964	0.13734734
a31	0.019649029	0.11509097	0.0048046843	0.08486118	0.043050088	0.05086069	0.16450456	0.48615062	0.031028157
a28	0.003968109	0.119998395	0.0019497649	0.11624286	0.02590902	0.037736706	0.04714832	0.50512516	0.14192164
a31	0.0258276	0.10902023	0.005717181	0.11052206	0.058880784	0.06496605	0.12310544	0.4250199	0.076940775
</S>	0.0056178044	0.13850966	0.0022619215	0.13944422	0.038965475	0.02478302	0.05283744	0.4763474	0.12123312
