 	ho	rotto	una	bottiglia	</S>
a31	0.16034076	1.829884e-07	0.8396407	1.8416948e-05	2.2334579e-08
a21	0.0016226768	0.0005280268	0.97367394	0.024175175	2.1292773e-07
a31	0.08818668	0.007746608	0.8649395	0.039127212	2.8807206e-08
a35	0.01614118	2.5066959e-06	0.9829807	0.00087558606	1.3974114e-08
a31	0.3678975	0.0021890844	0.5937386	0.03617478	3.920257e-09
a24	0.42422953	1.8122497e-05	0.56669146	0.009060938	3.40914e-09
a37	0.97650015	0.004681821	0.017628027	0.0011899604	1.0026784e-07
a31	0.62409264	0.17425564	0.19593723	0.0055769	0.00013760454
a33	0.023531934	0.13057873	0.77566826	0.06218333	0.008037769
a31	0.022609938	0.8330443	0.046020214	0.00042168124	0.09790393
</S>	0.005623456	0.7899284	0.15433297	0.0055017737	0.044613387
