 	non	ti	dimentichiamo	mai	</S>
a8	0.023235882	0.016893867	0.8827942	0.07707567	4.6774304e-07
a31	0.0038621938	0.19467893	0.20237568	0.32324356	0.27583963
a20	0.0013442794	0.016451422	0.4208635	0.557595	0.003745714
a31	0.2480051	0.24392252	0.025280714	0.47938547	0.003406212
a13	0.048755262	0.23171605	0.11344065	0.48052442	0.12556364
a31	0.68433225	0.14020197	0.03550264	0.13867638	0.0012866919
a13	0.50024146	0.47052127	0.0038136325	0.023459699	0.0019640543
a1	0.5676206	0.10701385	0.062077675	0.22358243	0.039705455
a31	0.01974556	0.033402827	0.03601371	0.11423696	0.79660094
a41	0.06712107	0.15811566	0.01872471	0.06865338	0.68738514
a15	0.07384358	0.11997801	0.22869092	0.5488056	0.028681874
a13	0.021949396	0.028005268	0.3164611	0.4911636	0.14242068
a31	0.053325467	0.13313319	0.11567981	0.6236115	0.07425001
a11	0.0009902911	0.0035902401	0.0102410335	0.018790323	0.96638805
a31	0.044035625	0.045102865	0.23675658	0.6488496	0.025255345
a46	0.0009223752	0.0018534664	0.025128797	0.06583477	0.90626055
a31	0.046349224	0.035065252	0.3133091	0.59116083	0.014115561
a46	0.0011484589	0.0015651732	0.05191802	0.13022833	0.81514007
a31	0.026291694	0.02112609	0.25346088	0.67786354	0.021257786
</S>	0.002619756	0.003073712	0.092270724	0.23431711	0.6677187
