 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	4.9741006e-06	0.73459715	0.00025230137	0.00032137454	0.02236303	0.24246031	8.681817e-07	4.9427534e-10
a31	0.0013519231	0.0071812184	0.0010459423	0.09328515	0.6809801	0.20699885	0.00030639206	0.008850395
a20	0.0016596244	0.12567751	0.0127215665	0.056508705	0.5059072	0.2931305	5.3999123e-05	0.004340907
a31	0.15448083	0.2613341	0.05745407	0.06255412	0.045672376	0.39296743	0.024362177	0.0011748623
a37	0.013359499	0.35429513	0.08259473	0.03402151	0.16747762	0.34227905	7.659177e-05	0.0058958814
a14	0.022979006	0.16813958	0.49225482	0.029068	0.033434946	0.1982119	0.055850226	6.1575345e-05
a10	0.0137629	0.08030709	0.66859746	0.038804483	0.032398824	0.10112175	0.064993836	1.3618607e-05
a31	0.0037991796	0.017587898	0.57931596	0.07679382	0.05886965	0.22282527	0.0400956	0.00071260537
a37	0.0014640335	0.017929291	0.3757069	0.1339722	0.12226131	0.26638892	0.0073404894	0.07493692
a10	0.008816937	0.02374567	0.20425004	0.08728147	0.08967753	0.47879118	0.10443812	0.0029990529
a14	0.035684507	0.046001066	0.5292222	0.0657044	0.06097162	0.20736252	0.04726907	0.007784672
a0	0.029419063	0.06159735	0.49308968	0.06368194	0.053954527	0.20505236	0.08603438	0.007170718
a20	0.04937613	0.07640074	0.47950011	0.067587465	0.056532387	0.1381498	0.11084117	0.021612238
a33	0.028031198	0.05587298	0.43587428	0.08340296	0.06829679	0.17897744	0.12858666	0.020957647
a20	0.07737975	0.103423566	0.34267828	0.07154888	0.058308672	0.09525666	0.21911307	0.0322912
a31	0.023472114	0.03463627	0.36250243	0.11749323	0.09421089	0.1767914	0.1403927	0.05050097
a0	0.022666546	0.0124778105	0.14886345	0.26593694	0.17084399	0.070934966	0.074894376	0.23338191
a41	0.14136991	0.15162739	0.18817009	0.053249914	0.04843689	0.07317218	0.31363568	0.030338002
a31	0.18893416	0.093921915	0.036351733	0.051720154	0.044278428	0.014361319	0.4797647	0.09066764
a37	0.115592845	0.015993686	0.073516265	0.18055467	0.11708858	0.040391218	0.23434667	0.22251603
a31	0.20600393	0.12388952	0.024912795	0.044730637	0.040983945	0.013471258	0.51715857	0.028849285
a18	0.07230889	0.006087289	0.008845823	0.034741465	0.022456799	0.004727496	0.5394853	0.311347
a8	0.19542289	0.1201756	0.014132453	0.04144797	0.038534794	0.012598871	0.56609493	0.011592435
a20	0.21557625	0.031573713	0.009005167	0.036257483	0.025372876	0.0034631505	0.6117373	0.067014
</S>	0.10822917	0.04340905	0.005236355	0.05503888	0.053605884	0.012203137	0.69599855	0.026278948
