 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	3.801406e-06	2.1868529e-07	8.107732e-06	1.3700222e-06	6.1103096e-06	0.16929102	0.008930423	0.3740746	0.10543126	0.10201324	0.24023992	3.4979183e-11
a20	0.002453133	0.00913474	0.06761342	0.0009425517	0.0629482	0.43889385	0.074661344	0.0047934973	0.30349913	0.019140737	0.015453579	0.00046577997
a37	0.0045591895	0.015003079	0.024959996	0.04087143	0.09181683	0.14606704	0.12127359	0.135273	0.004584707	0.11869935	0.29688412	7.691761e-06
a24	0.0007650845	0.0017012078	0.0024460754	4.8967107e-05	0.0007553382	0.027005406	0.0069279624	0.41604602	0.06628789	0.19107287	0.28694132	1.7897114e-06
a31	0.016205112	0.017330168	0.060521696	0.002226686	0.0058550616	0.058105532	0.015801605	0.6691118	0.03377893	0.016372647	0.104642935	4.7794318e-05
a39	0.10966111	0.08044718	0.37287834	0.00032679146	0.02852927	0.14603692	0.029259393	0.09170842	0.106776685	0.018706527	0.015594207	7.5174e-05
a31	0.18976203	0.12050393	0.17245376	0.014504357	0.008447561	0.10996103	0.07055741	0.15120393	0.050555885	0.033330653	0.07871085	8.646534e-06
a24	0.015640743	0.0031791492	0.021386722	0.0005548825	0.015667988	0.20948666	0.13552359	0.033431385	0.5053022	0.010031396	0.04531124	0.004484001
a31	0.047370538	0.06175732	0.06286242	0.012109091	0.014042799	0.07442489	0.08166095	0.031851586	0.09087242	0.27253577	0.25049108	2.1133546e-05
a28	0.0023785955	0.0020514564	0.016170261	0.0011910514	0.013132207	0.27293995	0.14676347	0.009792939	0.48441026	0.005320863	0.028724644	0.017124312
a24	0.019598942	0.027949346	0.034537807	0.00667004	0.00965362	0.03327092	0.04275682	0.034271795	0.110216975	0.27577826	0.40520248	9.298629e-05
a8	0.01849603	0.03511649	0.04905622	0.00850318	0.013427391	0.05313545	0.08032913	0.030818904	0.14202394	0.30144072	0.2675584	9.414611e-05
a31	0.041616347	0.07067459	0.14935997	0.028949196	0.043282665	0.056460362	0.10440186	0.025172457	0.11056016	0.12172974	0.24687892	0.0009137517
a46	0.011679533	0.0045390893	0.039623488	0.0041703386	0.03408422	0.46737885	0.17662814	0.01581988	0.22933999	0.0022263853	0.0028117483	0.011698386
a8	0.03516115	0.0633139	0.06957319	0.012694056	0.018841239	0.027101425	0.061553672	0.045693908	0.096864216	0.27286062	0.29605862	0.0002839319
a28	0.03694444	0.0752368	0.10257756	0.025359053	0.0367287	0.043099534	0.07890855	0.03674477	0.108760014	0.16393664	0.28929943	0.0024044865
a31	0.037749995	0.029925173	0.19845213	0.01686576	0.045443736	0.0767545	0.14606616	0.051761076	0.22664264	0.06518424	0.10031802	0.0048365355
a39	0.0052383323	0.0028681937	0.03859264	0.0063380194	0.03235285	0.33886304	0.15259744	0.043241434	0.30269372	0.009240859	0.015772695	0.05220078
a33	0.025802778	0.053846866	0.05255098	0.01542457	0.022807755	0.026753673	0.050892483	0.084459625	0.08195622	0.20570347	0.3780009	0.0018007188
a31	0.02805428	0.09393273	0.08734481	0.07147542	0.091190495	0.072011136	0.098758414	0.04558932	0.046078824	0.11724383	0.2386728	0.009647991
a24	0.0045901337	0.0053303866	0.049956914	0.029815583	0.08320709	0.20844112	0.13789667	0.116620064	0.220765	0.05174154	0.062419843	0.029215658
a37	0.028632632	0.08444703	0.066742055	0.045051426	0.06067459	0.08216175	0.09494274	0.08745313	0.070071876	0.1232259	0.24963605	0.0069607925
a14	0.019379683	0.0762991	0.074186176	0.095078014	0.12351656	0.08403504	0.102767326	0.04854828	0.03520308	0.10439275	0.20007217	0.03652177
a20	0.020699255	0.03370153	0.08230047	0.046532225	0.070135824	0.07644321	0.09233918	0.084004976	0.0923415	0.080458194	0.30578196	0.0152616985
a28	0.017365456	0.039777815	0.07140494	0.06313536	0.10698175	0.08944051	0.08767754	0.04765586	0.038532723	0.10926839	0.26319546	0.06556421
a5	0.018488767	0.032112613	0.07966573	0.053549834	0.085368305	0.084270336	0.09148759	0.05917459	0.07045659	0.08158861	0.29180086	0.05203618
a17	0.020780541	0.02978888	0.076614514	0.050144106	0.10364288	0.090232685	0.085767046	0.05672491	0.039021146	0.10624172	0.2616202	0.07942137
a21	0.01160005	0.026635917	0.052663654	0.07337275	0.108119845	0.08697039	0.07583097	0.05168754	0.038384404	0.06899422	0.27033785	0.13540244
