 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.021815876	0.00063220295	0.013109445	0.026674729	0.6342042	0.30356318	2.3703109e-07	4.5723787e-08
a31	0.013081479	0.23588929	0.7241393	0.021502085	0.00301564	0.0003772418	0.0013828448	0.0006122194
a37	0.0010967889	0.0153574655	0.7809406	0.11661103	0.085499756	0.00043975355	4.5428995e-05	9.100629e-06
a20	0.562021	0.22089912	0.043213602	0.0067414995	0.05744632	0.01671749	0.09102049	0.0019404929
a29	0.060264573	0.024451638	0.10857466	0.035017777	0.76237303	0.0074261124	0.0018893618	2.8995073e-06
a14	0.011005067	0.0016149026	0.033624545	0.025870865	0.90342945	0.023905998	0.00054919464	2.2532138e-09
a21	0.03002365	0.00063491846	0.020848783	0.12914804	0.57574505	0.23310162	0.010497893	2.15937e-08
a31	0.13585632	0.0024253596	0.019060992	0.09976546	0.4820286	0.25159526	0.009255288	1.2757268e-05
a20	0.76879936	0.027068874	0.03187396	0.0650564	0.051015384	0.05029044	0.0017840512	0.0041115396
a6	0.22399129	0.01490558	0.03375525	0.12282715	0.454617	0.06857092	0.07683697	0.0044958587
a31	0.032987595	0.04514248	0.112747096	0.04271937	0.27436006	0.22455612	0.17793417	0.08955306
a8	0.058232937	0.03209003	0.12165622	0.2301992	0.19172165	0.14663884	0.053568847	0.1658923
a20	0.09182107	0.1138168	0.12839536	0.053749446	0.16891181	0.051348437	0.3834183	0.00853878
a31	0.050958596	0.06281716	0.10509821	0.06639978	0.19133586	0.07094154	0.39563912	0.05680971
a37	0.060716256	0.04111011	0.120846935	0.24864462	0.16271994	0.13161658	0.13442111	0.09992446
a31	0.08979754	0.12997551	0.16438378	0.061519653	0.12701184	0.08342214	0.33408022	0.009809288
a24	0.01569115	0.016979331	0.03678023	0.071659155	0.052103475	0.16089545	0.26046383	0.38542736
a31	0.108006425	0.17863412	0.193897	0.051937662	0.10366972	0.060489435	0.29708728	0.0062783803
a20	0.009307334	0.01449275	0.03170886	0.054690894	0.0347762	0.20183252	0.30250213	0.3506893
a31	0.12016552	0.21033762	0.21006098	0.051421475	0.08637801	0.051260754	0.2649071	0.005468508
a7	0.009725706	0.019448835	0.03549612	0.054208003	0.0137860365	0.21538088	0.42153513	0.23041928
a35	0.14825282	0.26349884	0.2322365	0.050981145	0.07090182	0.03417056	0.19538756	0.004570736
</S>	0.045682464	0.07231551	0.0973801	0.05583194	0.021038337	0.11604052	0.5042116	0.087499574
