 	vengono	vestiti	dai	genitori	</S>
a31	8.35083e-05	4.5264675e-05	0.9930675	0.006803677	3.4247277e-10
a46	0.00072221394	0.0017830582	0.9755712	0.021905161	1.8379766e-05
a18	0.2551745	0.1075624	0.61504495	0.022216907	1.2254151e-06
a31	0.3762298	0.10812342	0.49327296	0.022335554	3.8314236e-05
a11	0.00050090905	0.001404735	0.99194384	0.006149379	1.0111241e-06
a31	0.20158921	0.7419151	0.033672173	0.022810118	1.3371018e-05
a39	0.0035766857	0.04018652	0.85310274	0.0809965	0.022137552
a31	0.25511473	0.5327247	0.046690747	0.16511936	0.00035047377
a35	0.0061060092	0.27224788	0.050586827	0.19505909	0.47600022
a31	0.2195254	0.48475087	0.092487454	0.20140475	0.0018316257
a18	0.012104562	0.3287322	0.04524413	0.23619005	0.37772903
a0	0.19288243	0.48581374	0.11520565	0.20306514	0.0030330666
a31	0.12984012	0.509628	0.14105345	0.2098055	0.00967296
a37	0.04259997	0.2772729	0.06126789	0.206695	0.41216427
a20	0.21466263	0.37141082	0.18389675	0.22284107	0.0071887667
a31	0.26009738	0.18060267	0.2758536	0.25738984	0.026056485
a41	0.14643218	0.06952403	0.07563966	0.16389869	0.5445055
a20	0.27994692	0.26842916	0.2293477	0.2181537	0.004122526
a31	0.264388	0.08984511	0.3121897	0.26067477	0.0729025
a20	0.115681164	0.025116762	0.05916814	0.113936335	0.6860976
a39	0.30381393	0.23044442	0.24564719	0.21500286	0.005091566
a46	0.2608697	0.07125837	0.3057812	0.26983762	0.09225303
a41	0.30279106	0.17864488	0.21308202	0.29369017	0.011791856
</S>	0.23759843	0.06855732	0.2039556	0.34241968	0.1474689
