 	li	vestono	i	genitori	</S>
a31	0.14148475	0.14067663	0.71196103	0.0058772275	3.2244316e-07
a46	0.46519783	0.0016804875	0.38858947	0.14437085	0.00016137843
a18	0.8502176	0.03914536	0.034461983	0.07607493	0.00010004014
a35	0.92101246	0.007406664	0.04865969	0.02290907	1.2230013e-05
a15	0.942715	0.021103472	0.006777263	0.027891792	0.0015125817
a39	0.96560675	0.025609538	0.001835202	0.005199201	0.0017493443
a31	0.9057834	0.06218997	0.0072716596	0.020593015	0.004162054
a11	0.9514653	0.02239644	0.0025571561	0.0034921793	0.020088857
a20	0.33426163	0.21449146	0.09809943	0.3349461	0.018201333
a31	0.048443567	0.06930576	0.19275962	0.5944061	0.09508489
a39	0.15638983	0.07544283	0.05943631	0.099657044	0.609074
a20	0.09477819	0.16745661	0.33601776	0.39490676	0.006840698
a46	0.027277432	0.035414316	0.24596983	0.58180606	0.10953236
a31	0.07975166	0.087341785	0.17846514	0.61475235	0.03968907
a15	0.0063268943	0.0068099545	0.011327248	0.053420298	0.92211556
a24	0.058868427	0.061859824	0.34607846	0.52246594	0.010727369
a20	0.0319941	0.026613148	0.23316945	0.59684247	0.11138082
a31	0.014721375	0.011511529	0.17867556	0.59339285	0.20169875
a13	0.0038048597	0.0052479627	0.015924102	0.06597231	0.9090508
a46	0.060266785	0.056089196	0.37921712	0.4940394	0.01038747
a14	0.007661687	0.0054251365	0.18927404	0.5943739	0.20326523
a20	0.041210447	0.022217894	0.16593839	0.6724602	0.09817308
a31	0.004456971	0.0028380419	0.08070433	0.47522053	0.43678018
</S>	0.0010327266	0.0011351719	0.0051758206	0.027896365	0.96475995
