 	Marika	è	che	si	sposa	domani	</S>
a27	1.3816508e-05	0.025236417	0.2808167	0.6939289	4.013163e-06	8.024233e-08	1.862697e-08
a37	0.030363362	0.00025935727	0.62545687	0.26513582	0.029040892	0.038331673	0.011412042
a31	0.0058731046	0.013568972	0.92708087	0.036895424	0.003420693	0.0131593775	1.5677458e-06
a11	0.00382532	0.0069833407	0.8003284	0.1884279	6.630182e-06	6.709821e-06	0.00042179285
a31	0.09080675	0.45127293	0.25284454	0.17719059	0.006073178	0.021534283	0.000277844
a37	0.028008154	0.27229276	0.65147376	0.045222532	0.00067649997	0.0023238703	2.3911323e-06
a31	0.067361765	0.07133817	0.3181456	0.15012585	0.22821477	0.16473459	7.923503e-05
a6	0.08250735	0.075575	0.20614097	0.16007592	0.12814203	0.2444196	0.103139065
a20	0.092692874	0.014216794	0.070090935	0.24471198	0.37909704	0.11056141	0.08862902
a31	0.021866485	0.017718432	0.040115636	0.033552397	0.07529781	0.046846397	0.7646028
a20	0.07167127	0.057695843	0.095199525	0.20163074	0.20649478	0.23835078	0.12895705
a31	0.11298688	0.11151561	0.15534005	0.07996297	0.16177551	0.16063824	0.2177808
a0	0.042468045	0.06530766	0.0383744	0.021558326	0.14562988	0.14213394	0.5445277
a20	0.14782363	0.13928522	0.14777182	0.06107293	0.19373089	0.20542318	0.10489232
a31	0.11040423	0.17866363	0.09520122	0.02207917	0.19749407	0.30500925	0.091148354
</S>	0.002804686	0.008355557	0.0031191693	0.0011974958	0.0057863537	0.03828412	0.94045264
