 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	2.1448468e-06	3.2249576e-05	0.0033466092	0.00226181	0.99417204	0.00013586038	4.935105e-05	2.0375739e-09
a31	0.0037539653	0.30624396	0.013887633	0.20989108	0.31604338	0.00060899835	0.106670745	0.04290028
a29	0.002141172	0.06169361	0.06622133	0.1385974	0.5052152	2.120735e-05	0.19839022	0.027719822
a10	0.026421783	0.056047615	0.0054147276	0.7587434	0.12959196	0.0072043226	0.015443809	0.0011324693
a24	0.0038044194	0.040021498	0.009693917	0.53162277	0.40945914	5.111966e-05	0.004851595	0.00049551245
a31	0.028232649	0.056707464	0.004061992	0.7859796	0.12292439	0.00033191606	0.0017608297	1.1004304e-06
a24	0.012912768	0.60796463	0.0064106137	0.31068072	0.0554538	0.0001179203	0.0064568	2.7539645e-06
a16	0.2420452	0.029826844	0.0055736257	0.63174295	0.07754211	0.0034328504	0.00982951	6.940863e-06
a31	0.16813906	0.033982534	0.004933963	0.6960028	0.08492065	0.0027327784	0.008986589	0.0003016924
a20	0.70787776	0.014382074	0.002307102	0.22120959	0.033142127	0.00019453396	0.006089216	0.014797657
a31	0.10120907	0.015511461	0.010253694	0.6112542	0.17022312	0.020059476	0.07027517	0.0012137954
a11	0.15440261	0.029593233	0.01693242	0.2128189	0.23843305	0.011079832	0.20221554	0.1345244
a17	0.04455673	0.022203386	0.032241147	0.5004584	0.15413457	0.09865457	0.14596373	0.0017874625
a11	0.023331786	0.028417137	0.054817114	0.31797257	0.19902106	0.13543731	0.22782162	0.013181397
a17	0.03860588	0.020501144	0.020261945	0.5658501	0.21918173	0.039165378	0.092944786	0.0034890529
a31	0.024630867	0.027519302	0.0356745	0.29695138	0.19441132	0.119159274	0.26792926	0.033724044
a20	0.0534586	0.047844492	0.0352033	0.29099482	0.3799682	0.021159949	0.084560834	0.08680983
a31	0.037593737	0.041734	0.0658344	0.2530366	0.122742794	0.2149152	0.2600288	0.004114459
a20	0.0068776445	0.024775045	0.030836504	0.08874777	0.093242146	0.12837444	0.3447365	0.28241
a8	0.042963434	0.04924467	0.081288606	0.22741516	0.10217175	0.25555047	0.23887356	0.0024923885
a31	0.007939369	0.039112855	0.08902399	0.03166173	0.043800395	0.34043768	0.40744436	0.040579647
a24	0.01405142	0.07091322	0.07999006	0.23620005	0.23156857	0.12039187	0.16590008	0.08098474
a31	0.03433074	0.052291848	0.087164655	0.16984814	0.09769776	0.27604914	0.27788687	0.004730871
a10	0.0025013634	0.017748406	0.030191207	0.02675114	0.030155094	0.2118041	0.41063458	0.27021414
a31	0.04725446	0.06442862	0.099220864	0.15373151	0.07623773	0.31816658	0.2378029	0.0031573393
a11	0.0014475038	0.017050438	0.03271749	0.01701815	0.023995938	0.19248264	0.4373508	0.27793705
a46	0.058713034	0.060909558	0.08684798	0.22604902	0.079355344	0.28213435	0.20294605	0.00304463
a6	0.020383889	0.0471285	0.102755055	0.08923405	0.08191013	0.28833446	0.3458144	0.024439551
a31	0.02318028	0.05107754	0.067731656	0.10138447	0.07922949	0.27723157	0.38271767	0.017447272
a26	0.003197337	0.022422433	0.033978507	0.036183264	0.038650326	0.09524542	0.1611477	0.6091751
a31	0.04186727	0.047498893	0.059816185	0.22404209	0.096767575	0.24700512	0.27863687	0.004365983
a8	0.0015321946	0.014389079	0.027319698	0.01182168	0.01589155	0.19719225	0.38497075	0.34688273
</S>	0.043880254	0.05713688	0.07639202	0.13615859	0.07409416	0.3066343	0.3011217	0.0045820717
