 	perché	aveva	lavorato	molto	</S>
a46	0.020379117	0.9770504	0.0025637443	6.754273e-06	1.26364945e-08
a31	0.50544083	0.007833659	0.43889531	0.040475037	0.0073551717
a17	0.1377167	0.6429561	0.17396657	0.026938004	0.018422678
a31	0.5138185	0.07807683	0.014123599	0.3919433	0.0020377
a37	0.30011362	0.6349032	0.012007247	0.005427578	0.047548402
a31	0.1848128	0.07551469	0.06386073	0.6733937	0.002418006
a18	0.516615	0.34118283	0.043053646	0.075676955	0.023471648
a10	0.009273285	0.05075135	0.07061774	0.8636789	0.005678742
a31	0.01645181	0.026382469	0.07421521	0.7820641	0.10088639
a46	0.033783257	0.029913962	0.12635325	0.44765788	0.36229163
a20	0.14652689	0.03591802	0.23462936	0.45642036	0.12650536
a11	0.18133123	0.04980211	0.25926375	0.40912396	0.10047886
a18	0.10114368	0.02095418	0.17312334	0.42104638	0.28373238
a31	0.08180777	0.011771301	0.12875482	0.41545376	0.36221233
a0	0.0032793805	0.0005507057	0.008012422	0.01837998	0.96977746
a31	0.20447229	0.021148315	0.26993805	0.47031832	0.03412302
a8	0.0073129954	0.00078660727	0.023568224	0.09864009	0.8696921
a31	0.22504206	0.01648327	0.29517886	0.45054954	0.012746302
a7	0.016417785	0.0020656066	0.06583771	0.255415	0.6602639
a31	0.20797108	0.0118292505	0.29655743	0.46257475	0.021067431
</S>	0.007244223	0.0010896111	0.040783852	0.3719902	0.5788921
