 	non	sono	ancora	vestita	</S>
a31	0.0044766967	9.783531e-05	0.9954247	8.1036563e-07	1.1394131e-08
a23	0.012745515	0.018052254	0.96903056	0.00015230529	1.9363519e-05
a31	0.012556481	0.0338025	0.9528621	0.0007788608	1.9610614e-08
a7	0.01105855	0.00055877987	0.9883823	3.5239194e-07	5.1889057e-08
a31	0.06094634	0.08198179	0.8564468	0.00062506524	7.1281447e-09
a13	0.5456238	0.0032899561	0.45107603	1.0118042e-05	5.892314e-08
a31	0.25188938	0.1917665	0.52640486	0.029938757	4.9246614e-07
a37	0.19840689	0.03329378	0.7562928	0.011997216	9.319861e-06
a18	0.67075694	0.09503109	0.15069824	0.0826239	0.0008897677
a31	0.04830543	0.16228054	0.45798808	0.32319432	0.008231644
a46	0.00081620755	0.0031470186	0.023393137	0.12673125	0.8459124
a8	0.009386347	0.24526718	0.31333697	0.40662435	0.025385106
</S>	0.0037651462	0.17311387	0.16816887	0.6184555	0.036496654
