 	non	aveva	da	stare	</S>
a37	0.992898	0.0046251873	0.0024741823	2.570231e-06	5.9401284e-08
a38	0.23497052	0.1756899	0.11087632	0.11594257	0.36252066
a24	0.11043423	0.6662259	0.13871709	0.08217081	0.0024520291
a8	0.1444556	0.7778576	0.044873763	0.03280343	9.575309e-06
a17	0.41341537	0.35215318	0.14994705	0.08396884	0.00051545305
a31	0.8140646	0.09913682	0.0069646374	0.07764211	0.002191745
a20	0.8040334	0.12808356	0.006409221	0.054590747	0.0068831802
a8	0.23758487	0.30208912	0.08092778	0.3717938	0.0076044393
a31	0.01944847	0.038678188	0.35475978	0.12741944	0.45969415
a20	0.0144485505	0.025279997	0.16855893	0.07210574	0.71960676
a31	0.05518601	0.12016833	0.6733339	0.14344138	0.007870419
a8	0.027978236	0.07543262	0.7115879	0.038379364	0.14662182
a31	0.11870267	0.17544602	0.45793146	0.23756842	0.010351363
</S>	0.030727634	0.06319317	0.83056706	0.027670793	0.04784123
