 	non	aveva	cosa	a	fare	</S>
a31	0.08513931	0.00026778533	0.7949855	0.11628149	0.0033259287	2.1922883e-08
a18	0.012683914	0.01494702	0.6137417	0.28487754	0.07345575	0.00029404764
a24	0.060098123	0.19296488	0.5869156	0.089053996	0.07096148	5.872232e-06
a20	0.79423904	0.10026922	0.08096109	0.01933574	0.005194326	5.760263e-07
a31	0.34254983	0.076142564	0.15796705	0.16900273	0.24719696	0.007140946
a18	0.32706624	0.027539033	0.03296215	0.08281245	0.34656107	0.18305908
a31	0.117865466	0.06861608	0.13108616	0.28039256	0.39912105	0.0029186632
a17	0.013710528	0.019238645	0.06357881	0.17879412	0.23423474	0.49044314
a20	0.05465856	0.06595137	0.08935972	0.33309558	0.44190028	0.015034455
a31	0.026690502	0.049086794	0.051195085	0.31208622	0.5368686	0.024072874
</S>	0.007313238	0.010234284	0.025511319	0.06886578	0.2650673	0.6230081
