 	sta	seduta	nel	giardino	</S>
a20	0.84244686	0.0001801606	0.008121675	0.14925128	1.7392704e-08
a17	0.022984762	0.013748696	0.15434757	0.7566285	0.052290406
a20	0.039157007	0.034229975	0.20915349	0.6803102	0.037149344
a31	0.022996068	0.06430987	0.4043238	0.49652916	0.011841087
a17	0.008080226	0.25545382	0.5308788	0.13398923	0.07159796
a31	0.13477978	0.14278151	0.3102553	0.4107567	0.0014267003
a46	0.03270474	0.32222614	0.57340914	0.059126142	0.012533813
a31	0.04576315	0.2561648	0.14142103	0.52989966	0.026751336
a20	0.02630557	0.03251887	0.18902767	0.4312768	0.3208711
a31	0.1702747	0.19363488	0.10232457	0.5282048	0.005561024
a20	0.016202461	0.008701445	0.034413338	0.24454926	0.6961335
a18	0.19819395	0.22646059	0.1515901	0.42014086	0.0036145216
a46	0.08498186	0.16980372	0.17840783	0.48604923	0.080757394
a20	0.0869826	0.18265165	0.15719758	0.4704564	0.10271173
a31	0.047930516	0.06017617	0.076598324	0.24752545	0.5677695
a18	0.0127975	0.025041878	0.05096125	0.08784419	0.8233552
a31	0.11636786	0.22163674	0.19057952	0.43902746	0.03238844
a0	0.003341676	0.029356916	0.03114147	0.058641646	0.8775183
a31	0.118898794	0.26090592	0.21496819	0.38554156	0.019685598
a8	0.00388043	0.051034834	0.047480714	0.061573748	0.83603024
a31	0.0926331	0.32770416	0.24643624	0.32280022	0.010426317
a18	0.006548062	0.13913402	0.102213345	0.074769385	0.6773352
a31	0.101753004	0.3508769	0.2644698	0.2754283	0.0074720536
a17	0.0034961605	0.15337434	0.09410137	0.056197103	0.692831
</S>	0.08137099	0.35050267	0.22570951	0.3337604	0.0086563695
