 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.0011736624	0.011548986	0.9872551	1.1874087e-05	3.2459624e-08	1.0300332e-05	2.0181785e-09
a31	0.5852441	0.11749539	0.018926552	0.02421648	0.23644465	0.009514722	0.008158208
a11	0.05118814	0.12708764	0.23620744	0.42417848	0.14592363	0.0027497539	0.012664819
a21	0.03215402	0.5889158	0.3573788	0.0074389763	0.007136804	0.006958053	1.7389932e-05
a31	0.3224877	0.11993469	0.038926344	0.013152905	0.32679576	0.17870235	2.456016e-07
a20	0.7921914	0.1024663	0.020675197	0.0006554854	0.049362034	0.034647413	2.2059355e-06
a31	0.44843188	0.027372487	0.01915701	0.019273786	0.4605182	0.025147516	9.92516e-05
a10	0.024227241	0.0032669823	0.056317486	0.032837577	0.6786979	0.1960782	0.008574686
a31	0.01784777	0.0035239705	0.011236571	0.08873748	0.85582155	0.017473066	0.005359559
a21	0.01047946	0.0063086567	0.027801804	0.27167958	0.310546	0.25710982	0.11607461
a11	0.218421	0.09705975	0.22494313	0.4171495	0.033603847	0.00723758	0.0015851111
a3	0.23846151	0.10884504	0.32033053	0.28014535	0.016722837	0.02973809	0.0057566473
a33	0.087438405	0.0508405	0.49509233	0.20552936	0.016827432	0.13312143	0.011150568
</S>	0.051692616	0.021869903	0.19153896	0.3192097	0.018163504	0.34086362	0.056661725
