 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a8	4.47975e-05	0.0011894339	0.0061871335	0.0022151747	0.00030265303	0.001185221	1.7607608e-06	8.521006e-09	6.603408e-05	2.3735456e-05	0.960815	5.887128e-05	0.024428885	1.1925823e-09	0.0034188237	6.2425075e-05	3.820627e-12
a39	0.004244763	0.44178414	0.3387472	0.102807514	0.059153456	0.020227615	0.00021691812	1.3378468e-05	2.7525284e-05	0.011110477	6.768111e-05	0.01930555	0.00027816035	1.1200858e-05	0.00044500263	0.0010384299	0.00052100554
a31	0.033237338	0.7035959	0.22799876	0.015476762	0.0065110065	0.0016890786	1.4029358e-05	1.7129963e-06	4.2285756e-05	0.00425112	9.089511e-05	0.003179747	0.00011165777	3.810554e-05	0.0012330927	0.0024888404	3.974797e-05
a20	0.0036789211	0.024013327	0.1711555	0.23842059	0.1475077	0.09260356	0.0017740095	0.00036252177	5.4325756e-05	0.021029307	0.00028808447	0.004649162	0.0032743476	0.0010055113	0.07329632	0.21503505	0.0018518785
a24	0.025712838	0.0084753055	0.11643704	0.024058959	0.028400958	0.096283115	0.02811349	0.005943917	0.0053267875	0.5725261	0.008074088	0.024900071	0.01709693	0.0011905181	0.012009133	0.025440568	1.0162183e-05
a8	0.0033969085	0.0065065026	0.055533215	0.050217398	0.026425362	0.036293384	0.004534164	0.0026899965	0.0010201295	0.7294603	0.0005475156	0.021052528	0.0031922145	0.017416008	0.029788071	0.0119245555	1.7315123e-06
a24	0.013452799	0.02608627	0.15314728	0.17446586	0.19627514	0.10513193	0.00229404	0.00021572749	0.002866496	0.15098396	0.0045198095	0.011725266	0.012709541	0.0003442256	0.058694273	0.08679417	0.00029308847
a31	0.023302097	0.028954372	0.23693173	0.13154955	0.07642748	0.07746158	0.0061401194	0.0022467142	0.009119687	0.34779444	0.008851128	0.002496549	0.021347182	0.00014661682	0.01614769	0.011066913	1.614189e-05
a20	0.01601231	0.021577846	0.2110325	0.07035127	0.05617112	0.026964579	0.0024663457	0.0005085742	3.1466934e-05	0.55652016	0.00013180112	0.023719113	0.0007985265	0.002949983	0.0043026777	0.005724353	0.00073736924
a31	0.0002255158	0.0005123556	0.007752511	0.02260294	0.04873765	0.096329376	0.07300311	0.005010583	0.023375168	0.14664605	0.051444996	0.33445805	0.09665398	0.005797414	0.021104036	0.066343844	2.3870596e-06
a8	0.0011100313	0.0024764095	0.014803354	0.039173283	0.045301262	0.06009406	0.03722074	0.0041057887	0.0022237867	0.035563204	0.0074525857	0.16591316	0.0303398	0.011180921	0.118768126	0.4062745	0.017998919
a31	0.00509077	0.0042336043	0.007955838	0.017589733	0.023403622	0.033095233	0.036152795	0.007688715	0.05538052	0.031471744	0.33015934	0.081485145	0.08952848	0.0078095235	0.053026177	0.21566682	0.00026198514
a20	0.00028660288	0.0019193729	0.008486761	0.053314794	0.097119674	0.14450185	0.11410779	0.008590686	0.008983348	0.022645902	0.030875001	0.2701865	0.10673185	0.0023286089	0.029267052	0.09598023	0.004674021
a31	0.011366808	0.003926058	0.0065559787	0.018116662	0.017828036	0.02541604	0.0493016	0.007358839	0.058810513	0.029764527	0.487879	0.049625196	0.103814006	0.005143435	0.039544873	0.08538316	0.00016530526
a9	0.0003167759	0.0013017901	0.004798079	0.036420386	0.07595509	0.12058096	0.097525105	0.005044696	0.012902382	0.012112069	0.04012198	0.282872	0.10613584	0.0031750542	0.039532036	0.15166266	0.009543112
a31	0.0004234865	0.0007347703	0.006671039	0.020734431	0.051738393	0.092138335	0.12662539	0.010746953	0.09590595	0.03698439	0.22380751	0.08197571	0.16536252	0.00063280907	0.026851619	0.058656875	9.7698285e-06
a24	0.0005657453	0.0010847439	0.0029155642	0.022616772	0.045091733	0.07564584	0.07060425	0.0031232478	0.017515488	0.010705469	0.050442033	0.27686015	0.08484028	0.007465658	0.0866011	0.23156005	0.012361927
