 	dovevo	comprare	il	pane	</S>
a31	0.087615214	9.202221e-05	0.7991865	0.11310596	2.86782e-07
a46	0.0011085059	0.0006684894	0.8508325	0.1473434	4.702921e-05
a31	0.040580597	0.120586455	0.50318325	0.335615	3.461122e-05
a18	0.028806802	0.000200312	0.6117725	0.35922036	2.5307203e-08
a13	0.9051579	0.035908215	0.030783571	0.028135018	1.524267e-05
a0	0.66758883	0.04956956	0.16232085	0.12000024	0.0005204428
a20	0.9777144	0.0020257686	0.009548489	0.008639077	0.0020721557
a7	0.99734217	0.00047901942	0.0009830972	0.00088490866	0.0003107504
a20	0.9759016	0.0021942619	0.0037510337	0.006622379	0.011530809
a31	0.61256576	0.036811605	0.09266417	0.20822994	0.049728498
a11	0.3648203	0.0058662207	0.0041588834	0.028543936	0.59661067
a39	0.20298967	0.14888726	0.24108803	0.39403993	0.012995166
a31	0.044794142	0.14101933	0.15371637	0.5486056	0.11186456
a13	0.38350055	0.03754023	0.010345961	0.06846317	0.50015014
a17	0.029592194	0.2831153	0.24985243	0.42536974	0.012070316
a31	0.0032031706	0.14475816	0.07191353	0.5338127	0.24631244
a46	0.06331418	0.08334952	0.01111717	0.14241877	0.6998004
a20	0.012314887	0.31840932	0.23442553	0.42563465	0.009215667
a31	0.0010590996	0.12847139	0.05542485	0.5340705	0.28097418
</S>	0.0071611335	0.042042147	0.0046763504	0.09656253	0.8495578
