 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.32387447	0.011604281	0.06561725	0.032519948	0.042969063	0.5233736	4.1376403e-05	8.425978e-09
a0	0.16543746	0.0032220904	0.53100044	0.2728193	0.0017283406	0.009153199	0.016620768	1.8396599e-05
a31	0.30633932	0.02749083	0.4606362	0.011265662	0.1260904	0.055674452	0.012410145	9.2975395e-05
a17	0.06674086	0.029111134	0.42638674	0.07712668	0.0005856159	0.06477376	0.3352744	8.644336e-07
a20	0.9200265	0.018298786	0.019512706	0.017985547	0.013797172	0.008124495	0.00224695	7.887604e-06
a31	0.7614526	0.08876282	0.08816057	0.04038311	0.005773101	0.012048601	0.0029382238	0.000480883
a37	0.2815478	0.0012468451	0.10884089	0.020788979	0.001953892	0.058117658	0.50979924	0.01770472
a15	0.14909354	0.2709396	0.30123898	0.10734021	0.06613986	0.09438784	0.009209503	0.001650466
a46	0.054892775	0.06989832	0.29621613	0.05980531	0.0786832	0.2413354	0.17783004	0.021338789
a24	0.13989165	0.075865425	0.23683546	0.10755307	0.11435696	0.15040685	0.14698903	0.028101621
a31	0.10903631	0.054628424	0.2016676	0.13554513	0.0951821	0.13997549	0.17309983	0.09086515
a18	0.13204187	0.0059534707	0.07000618	0.19275758	0.01368778	0.036939036	0.10445957	0.44415453
a11	0.08179555	0.11388138	0.33566028	0.054207526	0.05754967	0.2473592	0.10324764	0.0062987683
a35	0.046233132	0.082648374	0.23009743	0.05054054	0.023459526	0.19821607	0.29581988	0.072985
a31	0.12770477	0.08491239	0.21437073	0.086442955	0.056348227	0.14262564	0.26230595	0.025289347
a13	0.14664902	0.026606409	0.07910436	0.36638469	0.014050479	0.034286063	0.09373849	0.2391805
a11	0.08799569	0.1958897	0.27796638	0.05593885	0.050242133	0.2246197	0.10047912	0.0068684425
a31	0.034664124	0.07764681	0.10139466	0.049304903	0.01122027	0.10646564	0.4511671	0.16813657
a46	0.10375863	0.05899501	0.09684605	0.35538697	0.019604258	0.047700558	0.12170924	0.19599926
a31	0.09539772	0.26811874	0.26394346	0.054311432	0.047949824	0.19511737	0.06880578	0.006355726
a24	0.008948874	0.021732153	0.009123699	0.06301445	0.0018135464	0.009194494	0.46734193	0.4188309
a35	0.10386564	0.2853935	0.27768874	0.048079733	0.055890914	0.18136083	0.042230118	0.00549048
a31	0.03982073	0.18569766	0.09729168	0.064524084	0.010502789	0.08953604	0.30083436	0.21179265
a46	0.04967598	0.0955839	0.037850417	0.240821	0.01044424	0.025344487	0.17631742	0.36396253
a31	0.105981216	0.32380942	0.26176324	0.04971672	0.05170996	0.1609838	0.039594997	0.0064406246
</S>	0.0046192836	0.024714187	0.0056298035	0.052048977	0.0011720741	0.007875937	0.4842219	0.41971788
