 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	1.2326767e-05	6.6784836e-05	0.040337592	0.041236203	0.0022244276	0.2062024	0.70991963	6.078011e-07
a0	2.9894245e-06	0.02400884	0.8717421	0.034532167	0.0009680902	0.054104988	0.013984221	0.00065656076
a28	5.2534356e-06	0.11853336	0.6565064	0.0875053	0.000292193	0.048344012	0.08231354	0.006499937
a31	1.27179765e-05	0.17067142	0.55401236	0.10565337	0.00040376405	0.09952902	0.06853932	0.0011780814
a24	6.6403576e-05	0.13536477	0.3643582	0.19896734	0.00027310135	0.17508006	0.12331704	0.0025730673
a46	0.029610982	0.06787857	0.84722	0.010257533	0.03100817	0.009048374	0.0049683307	8.039003e-06
a31	0.001825887	0.050926797	0.8905434	0.0069408687	0.022181418	0.022827866	0.004747549	6.3207444e-06
a24	0.024426306	0.020414364	0.81930244	0.0036513254	0.09473194	0.030128138	0.0072832294	6.2300176e-05
a31	0.638271	0.0048536304	0.05733036	0.0033685635	0.20977084	0.049824964	0.036555685	2.4961319e-05
a20	0.09969814	0.0072829886	0.1298883	0.019623138	0.34071118	0.14624606	0.24901062	0.007539601
a29	0.0069249948	0.008388727	0.03487362	0.02102738	0.58901113	0.11677128	0.22284564	0.00015716402
a20	0.06759276	0.067157604	0.072417066	0.17772365	0.42296332	0.14075734	0.0511295	0.00025869004
a29	0.14829913	0.06312825	0.14750536	0.05580371	0.32667685	0.14451309	0.11053744	0.0035361992
a13	0.39846656	0.047544464	0.22196943	0.050847646	0.18045887	0.062015776	0.035275225	0.003421996
a17	0.28216025	0.12593557	0.21162352	0.09773805	0.1902306	0.05537932	0.031101905	0.005830837
a31	0.0781233	0.1509523	0.1751135	0.12685545	0.24257639	0.105874985	0.11643069	0.00407338
a44	0.28365865	0.04712827	0.15699904	0.1253456	0.15155396	0.08152982	0.055646606	0.09813804
a8	0.015364481	0.21502769	0.08628027	0.1427212	0.21555099	0.14721017	0.17697671	0.0008685466
a6	0.009248488	0.29945683	0.1043186	0.36932555	0.060005523	0.041860785	0.106276736	0.009507443
</S>	0.022872107	0.17961903	0.21881618	0.21322477	0.12779823	0.08446451	0.14692263	0.006282591
