 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.27743363	0.0011294584	0.41514888	0.1878151	0.08599976	0.032473195	4.435705e-08
a39	0.0020357314	0.28564793	0.5520622	0.10228299	0.038972687	0.018774133	0.00022426716
a31	0.55835086	0.025842303	0.2240909	0.02702627	0.027376994	0.13717273	0.00014000626
a0	0.052786995	0.23774388	0.4389519	0.03582988	0.1252179	0.109464124	5.3338986e-06
a31	0.5381424	0.11555139	0.08197264	0.016324094	0.02516395	0.22282451	2.103468e-05
a13	0.16087282	0.303579	0.06306603	0.021147046	0.06437785	0.3868077	0.00014960904
a31	0.10841938	0.23423931	0.07005655	0.09409279	0.10518963	0.38796937	3.3008462e-05
a37	0.030015413	0.07384407	0.05123006	0.099036485	0.14626406	0.5668284	0.03278145
a31	0.15565811	0.12298519	0.04218261	0.028042728	0.10843572	0.54213566	0.00055996986
a11	0.06107677	0.085623324	0.055921234	0.082308404	0.111090384	0.2793149	0.32466498
a39	0.22414725	0.18893261	0.06124329	0.039586425	0.13958402	0.3431602	0.0033461712
a0	0.18861689	0.2856314	0.14578342	0.09116208	0.15947798	0.12698445	0.0023437995
a41	0.23103794	0.2955505	0.09595319	0.06598376	0.15310353	0.15625972	0.0021114477
a0	0.20615245	0.2798975	0.087500684	0.07873491	0.17387927	0.1689847	0.0048503755
a20	0.2175654	0.2612359	0.08885654	0.09996962	0.13489015	0.17094249	0.02653995
a31	0.20935047	0.19734241	0.093466714	0.12087552	0.11824008	0.19143629	0.069288515
a30	0.015897943	0.1304109	0.06307415	0.119466305	0.024268344	0.094744086	0.55213827
a41	0.26000974	0.33877948	0.09067212	0.08623035	0.11079284	0.07880208	0.034713417
a31	0.09586378	0.48115867	0.1029297	0.10454534	0.08914851	0.038952768	0.08740119
</S>	0.01885203	0.23664165	0.08909318	0.18890649	0.028698957	0.08381199	0.3539957
