 	non	aveva	dove	a	stare	</S>
a31	0.11865335	0.015066401	0.83182317	0.034258902	0.00019796638	3.1368145e-07
a8	0.013887276	0.0565454	0.26158997	0.6604459	0.00752993	1.491027e-06
a31	0.08101382	0.4189486	0.4396076	0.047936838	0.012492961	2.5406112e-07
a28	0.036426324	0.06453355	0.6971651	0.19779626	0.0040788357	7.775212e-09
a37	0.25164858	0.6369846	0.090538986	0.004229909	0.01659792	4.988996e-08
a31	0.6950631	0.21585661	0.05922571	0.0044376533	0.025416447	5.318555e-07
a18	0.7507357	0.13790895	0.063567236	0.027839663	0.019906996	4.1465726e-05
a0	0.3684285	0.17321092	0.17532113	0.05745922	0.22547287	0.00010735974
a23	0.09402079	0.10494889	0.3582531	0.15778597	0.28398964	0.0010015622
a8	0.057496678	0.05055761	0.43040636	0.19907786	0.22669555	0.035765912
a31	0.049741443	0.039450407	0.38859385	0.28031513	0.14506446	0.09683478
a20	0.012916636	0.012703492	0.09018956	0.09056546	0.092941575	0.70068324
a31	0.079087086	0.042506576	0.3522046	0.38040835	0.075827815	0.06996559
a20	0.0035682935	0.0042791883	0.015223071	0.039014325	0.018554572	0.9193606
a24	0.0725106	0.040884107	0.33952025	0.41542763	0.0510298	0.08062759
a8	0.022081833	0.0059113638	0.2518182	0.51531076	0.041098986	0.16377881
a31	0.04352005	0.029614707	0.24027757	0.505976	0.042362206	0.13824943
</S>	0.0045240875	0.00469502	0.0135141155	0.034324385	0.016036337	0.92690605
