 	la	casa	la	costruisce	il	mastro	</S>
a20	0.000149921	0.024538787	0.9727861	0.00059513724	0.0019187124	1.1262308e-05	3.784573e-08
a17	0.022217527	0.43996182	0.21538948	1.5806256e-05	0.16676994	0.10057471	0.055070806
a10	0.0020006131	0.03274841	0.017118428	1.5580345e-05	0.06380264	0.87581843	0.008495902
a24	0.0013737511	0.054511715	0.008268914	2.4487624e-06	0.029870996	0.90360975	0.0023623323
a46	0.018144969	0.5022111	0.032883424	0.00019462587	0.051508356	0.3950243	3.3202952e-05
a8	0.023146207	0.28594238	0.024587404	2.6484666e-05	0.07874184	0.5875225	3.3232744e-05
a14	0.10644664	0.17271051	0.024460483	6.687615e-05	0.026391398	0.6699227	1.3530382e-06
a31	0.51530224	0.1678892	0.039751515	0.00025515733	0.01904069	0.25772116	3.998016e-05
a20	0.7749599	0.14991653	0.010896689	9.606546e-05	0.014529834	0.04564676	0.0039541107
a41	0.1293476	0.09518371	0.06170831	0.013887165	0.07765867	0.6197693	0.002445297
a29	0.03779616	0.07204439	0.062190555	0.12164095	0.157824	0.4656707	0.08283328
a31	0.114179805	0.19199829	0.24560398	0.033253334	0.11559179	0.29074472	0.008628119
a30	0.040218573	0.056459557	0.04906378	0.01343649	0.07189469	0.18130153	0.5876254
a31	0.06405419	0.086691566	0.06451999	0.13110998	0.14819765	0.4992834	0.006143247
a28	0.009359407	0.030472822	0.030342689	0.06334112	0.09855199	0.36881158	0.39912045
a31	0.07856267	0.13382617	0.06231169	0.34272438	0.23906076	0.13655694	0.006957357
a17	0.0064446004	0.02600656	0.023229059	0.23817307	0.1231246	0.28344432	0.2995778
a20	0.05507417	0.13062844	0.05163086	0.5119428	0.22113153	0.024035716	0.0055565294
a31	0.01570314	0.06932119	0.026700646	0.6795833	0.17097265	0.01310308	0.024616
a20	0.008856822	0.03539149	0.0382139	0.34314474	0.1027967	0.08938011	0.3822163
a29	0.06619778	0.16676004	0.05819945	0.50589484	0.18077485	0.01715387	0.005019127
a31	0.021396553	0.084471144	0.034156963	0.44270468	0.3090579	0.05768316	0.05052961
</S>	0.0011839947	0.0035238215	0.0048338044	0.053846836	0.018746762	0.0504527	0.8674121
