 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	7.925418e-05	5.156096e-05	0.009168518	1.4757153e-09	4.152186e-06	0.6203452	0.37023655	0.00011487346	2.5974312e-09
a20	0.0064410474	0.0058073094	0.031745985	2.2799239e-05	0.00023355751	0.8145443	0.089583464	0.0080971215	0.043524344
a31	0.01561563	0.039472293	0.047594495	2.2517417e-05	0.0007322532	0.78909177	0.07706941	0.01437744	0.016024163
a8	0.00054284965	0.0014392413	0.0026103903	1.460371e-07	8.496071e-06	0.017927257	0.14323424	0.8277473	0.006490161
a20	0.81308174	0.06403273	0.02509077	2.0270716e-06	0.002033724	0.076917976	0.009224139	0.009164821	0.00045210053
a31	0.3919788	0.16183998	0.017595472	2.7139652e-06	0.38015464	0.037807498	0.0042875065	0.0063267266	6.733278e-06
a24	0.22964975	0.2602187	0.09077291	3.4722814e-07	0.027509522	0.14797984	0.05443464	0.18917291	0.00026145473
a46	0.16092703	0.06677218	0.0125525305	0.00019873727	0.7013365	0.02818865	0.011823975	0.018144969	5.5429504e-05
a10	0.026598841	0.006129147	0.0006555485	1.9173422e-05	0.95895475	0.0011135755	0.0007820451	0.005725582	2.124299e-05
a8	0.047690265	0.032162774	0.00939023	0.0015784758	0.41330445	0.041449226	0.05979237	0.3182697	0.0763626
a31	0.08601458	0.09057914	0.026536144	0.0077793733	0.3299784	0.08929773	0.093489595	0.2618544	0.014470647
a46	0.26803607	0.043623824	0.04498744	0.0018700408	0.17598979	0.086024955	0.08136131	0.12924916	0.16885737
a3	0.06240908	0.09730485	0.034680776	0.028036814	0.31313485	0.105241485	0.22080931	0.13599715	0.0023856396
a18	0.032404955	0.03217838	0.037312828	0.024862198	0.16801813	0.09024013	0.27799812	0.29982716	0.03715809
a31	0.053980343	0.06353364	0.03461972	0.01750757	0.24803418	0.09691796	0.14452423	0.33323145	0.007650904
a10	0.022024896	0.0073944004	0.020293111	0.004043918	0.16698541	0.028248072	0.053423025	0.28596532	0.4116218
a20	0.06578528	0.076926924	0.04962447	0.045180697	0.2220149	0.11306647	0.25909153	0.16255432	0.005755407
a35	0.03456744	0.026400454	0.07511352	0.06681698	0.14630821	0.08923192	0.2794758	0.22068597	0.061399743
a8	0.05832245	0.036183655	0.08673995	0.06753795	0.18889663	0.10009248	0.17948644	0.25896353	0.023776863
a31	0.035441235	0.017614216	0.11409789	0.091414474	0.151333	0.07015121	0.15656824	0.2572924	0.10608735
a24	0.017692247	0.009764621	0.08539388	0.038828406	0.4398314	0.039086662	0.04992153	0.051051695	0.26842952
a8	0.06953472	0.052058317	0.09592312	0.1000997	0.04395572	0.1243973	0.31599632	0.17623438	0.021800423
a0	0.018345688	0.013434126	0.095319584	0.094801374	0.07925473	0.046371188	0.18262698	0.1853645	0.28448182
a31	0.06694086	0.035631474	0.11705133	0.09409508	0.14356112	0.108833574	0.13836701	0.23938134	0.05613824
a18	0.0016334765	0.0009828681	0.011980365	0.0064413487	0.077357985	0.0031569218	0.0063027292	0.023084048	0.8690603
a31	0.06946672	0.05266348	0.11340033	0.11604653	0.01487485	0.12316612	0.29185688	0.19579087	0.022734215
a17	0.0010782324	0.0007343316	0.010826017	0.0060885837	0.040621907	0.002438363	0.008000041	0.060462702	0.8697498
a8	0.080979705	0.062346466	0.14689693	0.16400428	0.008698631	0.14594704	0.28810313	0.08887943	0.014144353
a31	0.009846557	0.007950601	0.085290894	0.07926199	0.01345993	0.030230252	0.13705795	0.140385	0.49651682
</S>	0.010480624	0.0069825747	0.11601115	0.07287278	0.28139535	0.025375724	0.03697591	0.0391184	0.41078752
