 	prima	di	andare	alla	scuola	</S>
a7	0.97105575	0.00039448033	0.027490033	0.0010587047	8.7378544e-07	2.1598063e-09
a11	0.0068676434	0.3162103	0.57699174	0.06262675	8.2336024e-05	0.037221335
a43	0.30233133	0.21451087	0.46720517	0.014664246	0.00038943582	0.00089903054
a20	0.28717622	0.43852124	0.2039816	0.025905894	0.044344872	7.02216e-05
a31	0.014290376	0.2323848	0.22331956	0.22282735	0.10281172	0.20436615
a20	0.008633003	0.3108631	0.09301341	0.31045315	0.066240706	0.21079661
a31	0.12625422	0.20896247	0.18173333	0.2391227	0.2207504	0.023176892
a20	0.014976524	0.029034963	0.047513332	0.20043786	0.24742563	0.46061167
a31	0.21706086	0.17915086	0.12545279	0.16536266	0.29488698	0.018085836
a20	0.01939107	0.011847827	0.017060691	0.07467113	0.6046388	0.2723905
a31	0.24972989	0.15823103	0.096566945	0.11807936	0.34531063	0.032082208
</S>	0.038237724	0.013246899	0.013166085	0.052303605	0.7898503	0.09319542
