 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.012134381	9.59106e-05	0.9839325	0.0016349606	0.002202095	1.8137759e-07
a31	0.0019434387	0.005298956	0.03752965	0.01346442	0.13869078	0.80307275
a24	0.00036085877	0.0004967926	0.08746048	0.43397233	0.24097887	0.23673068
a37	0.5219858	0.053006887	0.129652	0.03278372	0.17914787	0.083423674
a14	0.010579201	0.0016307575	0.030111255	0.8416593	0.11326542	0.0027540287
a29	0.045645557	0.0014102565	0.03818409	0.2811735	0.63335305	0.00023354315
a0	0.85992724	0.0026165214	0.0045550247	0.0967652	0.035853237	0.00028279136
a29	0.6716752	0.006780425	0.004812849	0.22971104	0.07697383	0.010046593
a20	0.77351403	0.0046379887	0.0025813212	0.10660139	0.081408404	0.031256888
a31	0.4201343	0.018106671	0.019658897	0.2719914	0.2551427	0.01496608
a24	0.6576741	0.020193132	0.006073266	0.049424358	0.118931316	0.14770383
a46	0.1166474	0.211677	0.17489544	0.11240949	0.37115225	0.013218383
a31	0.04983428	0.1217038	0.16052431	0.15835701	0.5021604	0.007420235
a0	0.05423117	0.015742913	0.004322582	0.060005486	0.11094703	0.7547508
a20	0.06799989	0.16261648	0.19544722	0.07214733	0.49217215	0.009616963
a31	0.005631101	0.07332742	0.0561012	0.04875091	0.6943592	0.12183016
a46	0.06856629	0.07934231	0.009969446	0.090562396	0.1886773	0.56288224
</S>	0.034600776	0.19907825	0.2239861	0.0482938	0.484329	0.009712083
