 	sono	stato	sempre	poveretti	</S>
a20	0.0023311349	0.9976604	6.9567886e-06	1.5448763e-06	1.0090964e-09
a4	0.0010472429	0.00046058392	0.0017696038	0.9916374	0.0050851787
a31	0.018409455	0.0004948812	0.0024907705	0.9386244	0.03998052
a38	0.00035396742	1.679519e-05	2.6106181e-06	0.9396533	0.059973374
a31	0.045881897	0.04791544	0.11453663	0.7686484	0.023017678
a7	0.0042809625	0.0010094437	0.0012490026	0.98970556	0.0037550174
a31	0.031427905	0.095031984	0.63750917	0.23097447	0.005056565
a21	0.0006908198	0.0010386576	0.0032452065	0.9537675	0.04125776
a20	0.31508514	0.07749877	0.53212315	0.059989356	0.015303603
a8	0.30561838	0.07120641	0.44801205	0.11551893	0.059644155
a31	0.19533086	0.15213221	0.2147582	0.34026426	0.09751443
a33	0.0030493964	0.0067281662	0.0043394696	0.94864124	0.03724166
a20	0.36030325	0.052239817	0.4258408	0.1563133	0.0053028464
a31	0.15693407	0.05703003	0.23417106	0.47706267	0.074802175
a7	0.0076375348	0.017221935	0.0165482	0.83914644	0.11944581
a31	0.22526495	0.03637882	0.30556527	0.42191476	0.0108762095
a11	0.017281776	0.011709812	0.043430857	0.53003806	0.39753953
a31	0.31642982	0.046009194	0.35420755	0.27788174	0.00547166
a13	0.039031737	0.02050004	0.097974904	0.4844566	0.35803673
a18	0.3573329	0.08167999	0.37889186	0.1790338	0.003061479
a31	0.16146511	0.042048357	0.24007429	0.4659052	0.09050705
</S>	0.03405602	0.035915688	0.0832317	0.26489642	0.5819002
